Iteration,test_preds,estimated_params
64,"[-0.3442499, 0.82597697, 0.19340263, 1.4506469, -0.14588323, 2.4256754, -0.15814288, -0.11141751, -0.00509875, 0.1712584, -0.08514887, -0.15694982, -0.17595339, -0.10505424, 0.03673221, 0.08032848, 0.09553941, 0.01700547, -0.04491909, -0.02403687, 0.00590251]","[3.7360406, 3.201918, 4.6338954, 2.5704088, 1.5031186, 1.7383717, 2.0256836, 2.6601763, 2.475216, 1.5120742]"
65,"[-0.79447705, 3.6597137, -0.4186058, -2.287753, 0.8374182, -1.8641723, 0.20184906, 0.03203974, 0.26112643, -0.02356976, 0.3381379, -0.04328416, 0.16143052, 0.08783642, 0.1117743, 0.00855131, -0.3154678, -0.10418505, 0.01043331, 0.04228161, 0.22487485]","[1.2909, 2.0219476, 0.48078907, 3.1804888, 3.7511783, 3.9022655, 3.7002168, 0.1756, 4.2028146, 4.418833]"
66,"[-0.78823757, 2.4826596, 0.93456221, -2.7758224, -0.98199338, 2.1526449, -0.044025213, -0.29473168, 0.2356976, 0.30090326, -0.025478821, 0.16441534, 0.018557664, -0.0036922172, -0.034157537, 0.13842213, 0.080413543, -0.00029760972, -0.12497075, 0.07826221, -0.036895745]","[1.7096629, 4.563561, 4.523043, 4.9873, 2.2784374, 4.797531, 1.3138124, 1.809104, 3.207952, 2.4494846]"
67,"[-0.039912283, 0.49232015, -0.45637059, 2.2468624, 5.1766686, -4.8631654, 0.3821421, 0.0046312883, 0.16563857, -0.28606325, 0.042581413, 0.44279045, -0.39957067, -0.20508009, 0.038247861, 0.25729331, 0.25266379, 0.22059399, -0.12548688, -0.0037768967, -0.026300348]","[3.2374825, 0.8132074, 0.17158051, 1.2353704, 2.657346, 1.9261388, 4.3060346, 4.9816, 1.1631943, 4.164389]"
68,"[-1.0414116, 3.6749575, 2.280675, -0.31213826, 0.18793729, 1.582787, 0.21331729, 0.24620223, -0.2839481, 0.10735492, 0.05201078, 0.13488266, -0.08199969, -0.12177808, -0.09853346, 0.03552946, 0.09841263, 0.00964226, 0.0222201, 0.00698158, 0.02951969]","[3.9298038, 2.845014, 3.261541, 3.9323266, 4.7220383, 0.6488777, 2.3386552, 3.2234375, 2.1376393, 3.6484911]"
69,"[1.0715752, -2.7406201, -5.7952943, 3.4738812, -1.0993716, -0.5815934, -0.4598563, -0.35479823, 0.554938, 0.03558138, -0.01590025, -0.60883677, 0.13385716, 0.09667077, -0.08733802, 0.14000818, -0.10988662, -0.07439701, 0.08673482, 0.04042324, 0.13761501]","[1.0539335, 1.7508152, 1.4926666, 2.265463, 0.14031741, 2.554549, 3.42726, 0.4138203, 3.8714044, 0.5243594]"
70,"[0.0456295, 0.18319765, -2.2039933, -0.04034051, 1.5734327, -3.0711565, 0.22993633, -0.5005826, 0.01656897, 0.1202329, -0.10301903, 0.15836525, -0.20145035, 0.14524269, 0.00757871, 0.10345982, -0.14007312, -0.05895672, -0.10971157, -0.1087956, 0.00829677]","[0.6615209, 3.5687027, 0.8032033, 1.3544579, 1.0623707, 4.1280904, 1.8410251, 3.5435035, 1.7211022, 4.9233]"
71,"[-1.21873617, 4.75614405, 1.39130425, -1.53420258, 0.284457296, 1.81031179, -0.136269182, 0.201296151, 0.00855890661, 0.227450639, 0.248275608, -0.111371204, 0.214729786, -0.187131912, 0.0281733032, 0.0484163426, 0.0555307046, -0.000883005559, -0.00355373323, 0.0159335695, 0.0314260349]","[4.4880266, 2.4141178, 4.075468, 2.7494338, 4.3338456, 1.591046, 2.6415913, 0.80881983, 4.9205604, 1.6645598]"
72,"[0.16591255, -1.8226755, -2.8649473, -5.2489805, 3.2075124, -0.17559052, -0.4542052, 0.44655323, -0.44254673, 0.32810515, -0.28354913, -0.4154852, 0.04497099, 0.28061563, 0.06255434, -0.087731, 0.12003966, -0.24802858, 0.1219248, -0.15291265, 0.07785914]","[2.9150894, 3.7960405, 1.8754234, 0.5018444, 3.3407683, 1.2202481, 0.3927895, 1.8485998, 3.1644611, 1.3037642]"
73,"[0.21951993, -1.8981484, 4.0447435, 2.3049862, -1.8687288, -0.62417984, 0.78194034, 0.084466167, 0.24602932, -0.70104897, -0.071975201, -0.050193235, -0.15062511, 0.046258435, 0.060778834, -0.055383477, 0.15607578, -0.16722718, 0.0085005015, 0.068939716, -0.0025670151]","[2.2132852, 0.3767342, 2.7338438, 3.847692, 1.9203445, 3.4208863, 3.9174309, 4.347586, 0.32836384, 3.1037471]"
74,"[0.23794323, -3.0030046, 3.0131493, 0.45725459, 4.0599966, -2.5678866, -0.12560835, 0.024814732, -0.081148528, 0.039056513, -0.12429309, -0.019855782, 0.027025994, -0.22071558, -0.17809168, -0.066920638, -0.14601642, 0.031452186, 0.049005464, 0.11455418, -0.0030925046]","[2.6197379, 3.715351, 0.32909495, 1.8301226, 4.6159253, 1.4670397, 2.9999573, 1.8756951, 1.2695287, 1.02074]"
75,"[-0.22386557, 1.5828724, -1.0718619, 0.4466704, -2.7102637, 0.39402485, 0.20128745, 0.04551495, 0.76060283, -0.41568756, -0.02960607, -0.13006583, -0.23227969, 0.05767252, 0.18848813, 0.03092566, 0.16622269, -0.0311316, -0.05490814, -0.00973261, -0.04371271]","[2.6514826, 0.1543, 4.5006504, 3.3178084, 0.6630134, 4.356741, 1.3848118, 4.1717615, 2.978302, 2.556637]"
76,"[-1.1189733, 5.1303215, 0.22119269, 1.3100119, 2.7822962, -0.53410602, -0.075055689, -0.23484737, -0.25274074, 0.033696268, 0.17301038, 0.040449187, 0.08021453, 0.18412188, 0.16200998, -0.11638823, -0.026513405, 0.18490937, 0.0019286573, -0.068035096, 0.011350706]","[4.636928, 3.4635603, 1.5768162, 0.9432866, 2.140739, 3.3366704, 4.1646132, 3.4166412, 4.002219, 4.624843]"
77,"[1.0780747, -5.3701825, -2.8844962, -8.2902975, -3.812584, 1.2219669, -0.25670645, -0.06435903, -0.34114617, 0.04943987, -0.32777384, 0.29054904, -0.18267505, 0.09581017, -0.0571424, 0.29822478, -0.20740578, 0.31931025, 0.08534564, 0.10587005, 0.02707241]","[0.45150357, 2.2114294, 2.95116, 4.7843413, 3.1678305, 1.2599702, 0.3455953, 0.8412037, 2.0791771, 1.399258]"
78,"[-1.2372818, 6.031821, 1.5198097, 0.8266036, -1.7645377, 0.25061423, -0.1254125, -0.03703015, -0.19693372, -0.11876192, 0.02536528, 0.23681585, 0.04404395, 0.07432645, 0.18022975, 0.13879693, -0.01320124, -0.07903165, 0.05441393, 0.04261042, -0.0118782]","[1.1046109, 3.0986013, 4.0988116, 3.8512218, 3.505436, 2.0879776, 4.838758, 3.2387302, 4.711217, 3.4752014]"
79,"[1.6818397, -9.773187, -0.02158512, -5.035624, 4.7405643, -1.5194447, -0.804098, -0.20705312, 0.24397925, -0.27397305, 0.28507218, -0.32751703, 0.12306824, -0.37711596, -0.236074, 0.05857995, -0.10240314, -0.1889013, 0.28008282, -0.1779962, -0.23243584]","[3.8851347, 2.0162952, 0.97452086, 0.64344144, 1.3301567, 4.959, 0.8308521, 0.66766167, 1.7888473, 0.1760257]"
80,"[0.7632232, -5.275542, 3.91427, 3.5222673, 0.85935986, 1.6842699, 0.6174984, -0.55161923, -0.25682265, -0.03363959, -0.081054, -0.14595966, 0.19644195, -0.07029191, 0.29551992, 0.01932771, -0.02401762, 0.03136571, 0.04705019, 0.02813053, 0.04955872]","[3.3212693, 4.719571, 2.5651412, 3.1445456, 1.1021746, 2.7811327, 3.637234, 1.9013408, 0.2544557, 2.1234653]"
81,"[-0.57377619, 3.3841481, -0.83916938, 0.25234205, -1.2506016, -1.2240268, 0.14169613, 0.73991477, -0.110446, -0.21740282, -0.074741721, 0.14536716, -0.10394202, -0.052144654, 0.16364357, -0.1349414, -0.030393906, 0.0019799992, -0.087726727, -0.027032267, -0.047357179]","[1.66455, 1.0002985, 2.1977353, 1.6826967, 3.754603, 0.41555867, 2.1491654, 4.2788887, 3.4081063, 4.002131]"
82,"[0.94516057, -0.18430284, -8.487641, 7.8336244, 1.0295182, 0.5635516, -0.3770396, 0.41354734, -0.3031973, -0.01491314, -0.0623618, -0.17274866, 0.6416633, 0.7792143, -0.12641484, -0.01568514, 0.12153681, 0.08049863, -0.04205681, 0.18371275, -0.09747232]","[1.7364242, 3.2856464, 2.9683983, 0.1159, 0.2950015, 0.83918566, 4.120698, 3.501745, 4.487896, 1.8356394]"
83,"[-0.3756625, 0.04196116, 0.09029053, -7.2575316, 0.43734762, 2.300282, 0.34295997, -0.0447707, 0.08110485, -0.07353754, 0.3984128, 0.01070149, 0.14111505, -0.24104095, -0.3493562, -0.05394861, 0.0889196, 0.09687646, -0.21793221, 0.09595186, -0.03122224]","[3.436366, 2.2355595, 2.5480468, 3.88615, 4.8002334, 3.8593287, 1.0275391, 0.4275012, 1.5731924, 4.5907774]"
84,"[-0.44741625, -0.28013423, 4.7892804, 1.0528414, 0.93270457, 1.4922343, 0.48888257, -0.31361663, -0.33814925, 0.08157483, 0.06178061, -0.1091464, 0.07514054, 0.0474612, -0.17814568, 0.0424622, 0.06827755, -0.00826226, 0.12728661, 0.0059824, -0.04905743]","[4.4433756, 4.312653, 4.0223346, 1.6505805, 2.7583048, 3.8736477, 3.2085109, 2.5956392, 0.49143395, 3.0524313]"
85,"[0.08663061, 1.1631186, -1.007597, 0.8978773, -3.614419, -3.7912009, -0.3248667, 0.13653854, 0.11632068, -0.25578034, -0.08893809, -0.02937113, -0.09183468, -0.16989654, 0.03603513, -0.34021732, 0.186293, -0.06738127, -0.12746616, -0.01438791, -0.02772958]","[0.73797625, 0.71751386, 1.2832859, 2.6740482, 2.4250708, 1.9180954, 2.517427, 4.6202426, 3.749376, 1.0964726]"
86,"[0.6786385, -1.7835697, -3.7008104, 2.7311356, -1.8065683, 0.5953664, 0.48221257, 0.16830122, -0.65118116, 0.33278185, -0.15119258, 0.2711854, -0.26147527, -0.17780268, -0.12266637, 0.0958686, -0.34866643, -0.12397953, -0.01091602, -0.04776068, -0.08635043]","[0.33752888, 4.8529, 1.868945, 3.3906693, 1.7003553, 0.29569575, 2.8764765, 1.5340968, 0.9846532, 4.3842926]"
87,"[-0.94847304, 3.1703277, 2.2316332, -0.51303357, 0.30631495, 1.2760425, 0.03470185, 0.1417512, 0.12832811, -0.06002983, 0.03125596, -0.01983622, 0.00779196, -0.01787654, -0.08533647, -0.0273905, 0.15057558, 0.0400015, 0.00728147, -0.01840544, -0.02458587]","[4.8085084, 1.2107768, 3.5336566, 2.3934715, 3.3305516, 2.8887968, 1.7482256, 3.8822331, 2.666766, 2.3112519]"
88,"[-1.1140163, 4.099009, 3.085007, 0.19883096, 1.2453279, -0.49254379, -0.47199404, -0.18722892, 0.17105764, -0.21339315, -0.028509747, 0.18375464, 0.15301651, -0.063249566, -0.13868192, -0.15074816, -0.05312968, -0.00059598684, 0.048025563, 0.020989057, 0.01618778]","[3.0977697, 2.603729, 0.7510724, 4.7817616, 4.1596503, 4.647809, 3.820061, 3.4366412, 4.2583504, 0.6084504]"
89,"[0.62803155, -2.3902836, -5.099996, -3.7350893, -1.5176052, 1.6953776, 0.13214865, 0.04651809, 0.22456759, 0.08193084, -0.13130143, -0.24990879, -0.11338674, 0.1743015, 0.1123651, 0.08783755, -0.01027302, 0.05897395, 0.07898189, -0.11625947, -0.14099625]","[1.9759738, 1.4900073, 4.7785096, 0.96705896, 0.833634, 2.3897321, 0.5888784, 1.1897725, 2.2396317, 3.6412785]"
90,"[-0.49457985, 0.64686704, 3.4514012, 0.60388696, 0.16328198, 0.82641304, -0.7704984, 0.16274852, -0.12663099, 0.24441224, -0.1128239, -0.36602813, 0.16564156, -0.12337447, -0.18041739, 0.18334387, -0.08348987, 0.01443493, 0.10495363, 0.01215681, 0.00528758]","[1.9946493, 4.90759, 3.5337088, 1.5174097, 3.7081904, 1.8938975, 4.201362, 0.22691359, 2.9241529, 0.25066984]"
91,"[0.22701621, -2.4530675, -1.3189312, -4.1350646, 0.6117326, 0.5940265, 0.5439833, -0.01650419, 0.42353484, 0.06535002, -0.23645043, 0.03016447, -0.20885926, 0.12694761, -0.05576102, -0.15852782, 0.02260391, 0.04658269, 0.10999189, -0.00493593, -0.05194551]","[3.0838773, 1.2132297, 1.3095962, 3.1857443, 1.6008465, 3.7667236, 0.28991538, 2.7847586, 1.277042, 3.3444624]"
92,"[-0.870778143, 3.40305519, 1.27346623, 2.0357182, 0.678893328, 1.36624861, 0.0872487128, -0.30833447, -0.183553845, -0.0374923311, 0.0313496031, -0.12676613, -0.107183009, 0.163796037, 0.00249964558, 0.0133936675, 0.126841992, 0.0595882535, 0.0621174723, -0.0665180683, -0.0825596228]","[4.7881227, 2.672982, 4.6996145, 0.5061181, 1.2678845, 3.7849534, 3.0587778, 4.8785505, 2.0513287, 3.8446114]"
93,"[0.2249727, 0.2774336, -3.201478, -2.3345854, -2.0752535, -4.1414475, -0.07961208, 0.25834516, -0.10666247, 0.1756771, -0.04323244, 0.23268642, -0.07071304, -0.14834419, 0.10534487, -0.24926254, -0.13835219, -0.09685854, 0.01142074, 0.15647863, 0.08653583]","[0.40810925, 1.5347921, 0.21643776, 4.285617, 4.035593, 0.75404537, 1.4852479, 2.3417435, 4.0493107, 2.179717]"
94,"[-0.7349543, 2.6937375, 2.8357263, 0.31956303, -1.3979003, -0.7413515, 0.02125351, -0.06210246, -0.18793723, -0.16106296, -0.15190749, 0.2220941, -0.04776943, 0.09796753, -0.14915109, 0.01198899, -0.01442242, -0.11540522, -0.05391075, 0.062, 0.00571086]","[0.8544649, 3.1584136, 1.9388542, 4.4925876, 4.4843082, 2.3110504, 3.6266491, 3.7733338, 1.9208021, 2.6674194]"
95,"[-0.41161305, 1.8078456, -2.0325267, 0.6125707, 1.4334555, 0.8100722, -0.3521573, -0.28844792, 0.30696878, 0.12709849, 0.09314618, -0.4963621, 0.07474887, 0.04400038, 0.1441547, -0.04227884, -0.02814531, -0.0552694, 0.02288911, -0.13343407, -0.02996757]","[4.3355336, 1.8702955, 2.7403843, 1.0250739, 0.41692725, 4.6153746, 2.1708636, 1.6824481, 4.87044, 0.9165812]"
96,"[-0.7386387, 2.6861677, 0.88089883, 1.7335565, 2.1160634, -0.13623667, -0.26040536, -0.3405263, -0.06983482, -0.00533151, 0.08379194, -0.13708696, -0.02923589, -0.054703, -0.01946973, -0.11989707, -0.15349185, 0.03431756, 0.13610527, 0.01682433, 0.04015469]","[3.5987236, 4.238824, 0.78666294, 3.4938667, 1.9823933, 2.9539788, 4.760668, 1.4724022, 3.3457074, 1.366438]"
97,"[1.0659976, -4.988309, -0.09955139, -0.67016214, -3.6006184, -0.57817227, 1.2952807, 0.8153787, -0.11924689, -0.17109232, -0.27827582, 0.07165326, -0.30664107, -0.1741457, 0.0727118, -0.01049134, 0.08799209, -0.11073885, 0.05342716, -0.13378584, -0.06571466]","[1.316345, 0.55135226, 3.8641748, 2.2485383, 2.8787134, 0.3147249, 0.7142525, 3.5495899, 0.1345, 4.7062674]"
98,"[0.2476696, -0.860947, -1.3641481, 3.181695, 1.7836365, -1.8604434, -0.01625535, 0.09083668, -0.3048087, -0.03215955, -0.27371353, -0.10646959, -0.19418472, 0.1559298, -0.06194889, -0.08606899, -0.03772768, 0.19074062, -0.15621479, 0.06336023, -0.06382445]","[1.6975638, 3.00164, 1.0155727, 1.2204354, 1.8973715, 1.1268457, 3.2794201, 3.8869193, 1.5599568, 2.3911755]"
99,"[-1.2730725, 5.4732313, 1.2817361, -1.3700376, -0.79171646, 1.689738, 0.10378429, 0.0474313, 0.20570603, 0.02372186, 0.21501788, 0.12169941, 0.12148224, -0.05405175, 0.10284612, 0.11718678, 0.08312679, -0.01186712, -0.00580342, 0.0397472, -0.02150983]","[3.5210843, 1.7812362, 4.302537, 4.835295, 3.3907728, 3.2631567, 2.4559464, 1.9533235, 4.4738703, 4.2807446]"
100,"[-1.4425666, 5.772699, 2.683419, -0.2209807, 1.2409631, 0.61672455, -0.02379288, -0.20969823, -0.17505595, 0.09670209, 0.2565255, 0.02767237, 0.24754316, 0.1194078, -0.07023238, 0.00872388, -0.01635993, 0.03840797, 0.09590143, -0.03725892, 0.07518819]","[3.886995, 4.355727, 2.4166377, 2.4096467, 4.3168955, 4.1930947, 4.502486, 1.2228339, 3.6541634, 3.543644]"
101,"[2.7400417, -11.75523, 1.4941747, 3.024915, -3.8591733, 0.15213329, 0.07570454, 0.08868492, 0.28882, -0.12626806, -0.23630068, 0.02256985, 0.17268443, -0.1695101, 0.5183976, 0.03393557, 0.14577928, 0.11931693, -0.17372899, -0.02695084, 0.2285206]","[1.2730047, 0.9335191, 3.2078426, 3.2731102, 0.9005099, 1.3634928, 0.80364126, 4.0810633, 0.40055296, 0.71004933]"
102,"[1.7790029, -1.7368015, -10.405966, 8.538719, -2.8082092, 3.4261713, 0.3299016, -0.03777807, 0.21824965, 0.1387685, 0.24182925, 0.8689632, 0.84291434, 0.16417277, -0.6886671, 0.24981967, -0.35695252, -0.01371417, -0.09753622, -0.07568693, -0.03696451]","[0.72937316, 3.6603794, 4.957978, 2.3377168, 0.24353051, 0.5150716, 3.4743085, 1.1585152, 2.6414819, 4.617006]"
103,"[0.3552798, -3.9285312, 2.0376089, -3.0033786, 4.0067825, -2.2691064, 0.5585821, 0.2777512, 0.5091857, -0.05225864, -0.12485382, 0.1374449, 0.01989823, -0.15756679, -0.24020228, -0.1173339, 0.01295497, 0.08890092, 0.03551997, -0.06595047, -0.11664764]","[4.533406, 0.42317688, 0.44390005, 1.6599027, 4.9799, 2.6347241, 0.7266159, 2.920177, 0.8927748, 1.8261535]"
104,"[-0.78985685, 2.0359, 3.956967, 0.70869416, -0.32279426, 1.1723938, -0.40676242, -0.24959648, 0.04035712, -0.08328047, -0.11155014, 0.05788906, 0.05548387, -0.01428242, -0.13691309, 0.06502301, 0.11218951, -0.04042412, 0.03178383, 0.03679329, -0.03210531]","[2.6191256, 3.8721411, 3.617022, 3.9924867, 2.6465068, 4.825981, 2.8026655, 4.3139567, 2.3827183, 1.0283251]"
105,"[-0.45878005, 2.3177671, -2.314237, -1.3778934, 2.59562, -1.60363, -0.11717212, 0.31856513, -0.08299942, 0.22747135, 0.03219591, -0.20416407, 0.13034786, 0.25185925, 0.2267127, -0.01315743, -0.0825466, 0.11083963, -0.10634424, -0.02609587, 0.02222379]","[2.3680422, 2.6524515, 1.618299, 0.31023815, 2.4248345, 2.195156, 1.7339408, 2.068513, 4.390362, 3.1461852]"
106,"[-0.6742962, 1.8098178, 0.22773571, -4.7978559, -0.65282321, 2.0130799, -0.40023357, 0.10548969, 0.22630557, 0.3487345, -0.34270999, 0.29483134, 0.096362412, 0.083049946, 0.027405774, 0.012566564, 0.14538589, 0.044641756, 0.0044788569, 0.029073741, 0.020960592]","[2.3312342, 3.561525, 4.091742, 3.3980067, 3.9117723, 2.7011797, 0.143862, 4.5989823, 4.6264153, 0.87413174]"
107,"[0.62823176, -1.4976903, -3.6516304, 5.381515, 1.3271285, 0.19656324, 0.25209334, 0.2370027, -0.27623758, -0.11859374, -0.02358317, -0.09545077, -0.13763508, 0.11837291, -0.09458291, -0.0761005, -0.09798507, 0.05466168, 0.04111613, 0.03937329, 0.01262604]","[2.7717853, 2.4326468, 1.1148515, 2.154367, 1.1210915, 0.634808, 4.372536, 1.9270129, 1.4661596, 2.7105768]"
108,"[0.1101556, -2.0479715, -0.60109913, -1.5885866, 0.5179315, 3.4715974, 0.72716194, -0.3726399, 0.03013129, 0.33030754, 0.22742337, -0.15923098, -0.26430443, -0.35206965, -0.12064614, -0.06208003, 0.19200814, 0.00752329, -0.24668156, 0.00572759, -0.09561591]","[4.5198307, 3.932176, 2.8047523, 4.760433, 1.374149, 2.1495924, 1.5808139, 0.52517027, 0.5554338, 4.3863235]"
109,"[0.08872297, 1.8900526, 0.20682089, -1.0990777, -6.430962, -6.19574, -0.26160318, -0.37751043, -0.06181213, 0.10479062, 0.40161738, -0.20994276, 0.18176806, -0.21025315, -0.14127523, -0.43031397, 0.45401958, 0.0460005, -0.10760532, -0.22755682, 0.1243731]","[0.5913778, 0.2998962, 2.172765, 1.2185307, 3.669085, 4.7598534, 3.2105951, 2.5834265, 3.5724154, 1.4452748]"
110,"[0.51019126, -3.3200605, -0.77358997, -2.686663, 4.984471, -4.396456, 0.49073282, -0.16872132, -0.17180854, 0.3337074, 0.05305989, -0.04550658, -0.0219771, -0.06992713, -0.18768013, 0.42714834, -0.12861747, -0.09603865, -0.03183834, -0.11230701, 0.06750766]","[1.0694346, 4.448485, 0.5072569, 0.55581886, 3.008632, 3.5143478, 2.073219, 0.7961499, 0.76147985, 3.3485572]"
111,"[-0.22759965, 0.4423842, 2.362782, 3.3432677, -1.2128605, 1.9956095, -0.7019498, 0.3504738, 0.09956155, -0.21805948, -0.18325064, -0.09748028, -0.18449777, -0.39585224, 0.03665975, 0.17082259, 0.11590179, 0.11145978, 0.1143304, -0.02042473, 0.05255853]","[3.9701488, 1.0203596, 4.680432, 4.5660963, 2.1453867, 1.0481025, 3.8140175, 3.348199, 2.7778952, 0.29454792]"
112,"[0.23823108, 0.1332165, -5.2913504, 2.2024932, 1.3441266, 1.3553929, -0.22509028, -0.08363502, 0.14579442, 0.11042728, -0.12708479, -0.06378554, 0.03740352, 0.14722738, 0.12172813, -0.16127992, 0.03770427, -0.03587598, -0.05388518, 0.04077594, -0.0540386]","[3.1891205, 3.075818, 1.8244762, 1.9020101, 0.62682647, 1.5617139, 0.9660663, 4.1404533, 4.172464, 2.038144]"
113,"[-1.1930642, 4.959905, 3.036893, -0.180345, -1.1157676, -0.01604082, 0.21530241, 0.08133159, 0.0469647, -0.18835352, 0.0780758, 0.09372725, 0.10470736, 0.2240918, -0.0839602, 0.16336565, 0.01692571, -0.06211943, 0.06532736, -0.00646453, 0.03277854]","[1.9810761, 1.8816892, 3.354269, 3.3640978, 4.602514, 4.0931425, 4.650281, 1.8658257, 2.464876, 4.0555296]"
114,"[0.37696958, -3.3777387, 0.99565387, 0.09156638, 0.18750498, 0.67056406, 0.25961068, -0.57985365, 0.14975426, 0.20303744, -0.05378076, -0.17280771, -0.06996159, -0.02189726, -0.0653285, 0.01233703, -0.15460503, -0.04305802, -0.02843507, 0.09457219, -0.03076638]","[1.4607229, 4.232435, 1.6291146, 3.7214355, 0.685772, 4.793073, 2.3365161, 0.99777275, 1.0660963, 1.7275431]"
115,"[-1.18608236, 5.2595787, 1.74436736, 0.109947026, 0.413503379, -0.33428508, 0.208871812, 0.352833241, 0.0485422388, -0.272185504, 0.0650413036, 0.0268798918, 0.0746165216, 0.212039143, 0.0300627705, -0.0401155986, 0.0816198215, 0.08144591, -0.0120700151, -0.0834759474, 0.00124185579]","[3.6934175, 0.56517327, 3.3126678, 0.34252134, 4.216643, 2.3966217, 3.4523811, 3.5840824, 3.0019536, 4.9180984]"
116,"[-0.41558635, 2.0016575, -2.671739, 0.25887603, 3.3074794, -0.37284535, -0.04311629, 0.4028439, -0.332111, 0.21316722, -0.04363092, 0.13417538, -0.13376525, -0.14178815, 0.22855559, -0.31436792, -0.00912455, -0.00965709, -0.03780995, 0.21636233, 0.03218802]","[4.2365007, 3.4234195, 0.34155443, 2.8461273, 3.2247586, 0.17038254, 1.2998211, 3.991505, 3.9041812, 2.920572]"
117,"[-0.19426969, 0.6783029, 1.5786381, 1.6244984, -2.387096, -0.45923203, -0.22918576, -0.09581869, 0.0068234, -0.02959506, -0.16899768, -0.27249584, -0.07511579, 0.10344755, -0.02428458, 0.21968873, -0.07579566, -0.0276824, 0.02531512, 0.02216474, 0.00788092]","[0.93823844, 2.0128174, 4.4008603, 1.4839501, 1.7171903, 3.1281617, 4.442077, 1.3735718, 2.2332118, 1.2886456]"
118,"[-0.30795425, 2.5534205, -2.0461783, -3.261253, -3.9581394, -2.3043559, -0.20601305, -0.244551, -0.01638774, 0.2564667, -0.1221787, 0.266236, 0.10934401, 0.18531492, 0.19752732, -0.10619333, 0.08037426, -0.15173513, -0.0891408, -0.04099726, 0.02833565]","[0.14641708, 2.6612751, 2.54749, 2.528234, 2.545912, 3.8671377, 0.5390511, 4.9426, 4.8871226, 4.3636656]"
119,"[-0.6936751, 2.0971055, 2.3305714, 1.7161298, 0.7498309, 1.0100695, 0.17582807, 0.11475878, -0.11643063, -0.14814818, 0.07174429, -0.09349433, -0.15108207, -0.07698388, -0.08476114, -0.05249492, 0.0474546, 0.07236936, 0.11838521, 0.02083123, 0.0285797]","[4.983115, 1.458429, 2.0952835, 3.7144961, 2.868548, 1.6284355, 4.1095366, 2.2389486, 1.7287089, 2.441735]"
120,"[2.5912528, -12.91246, 8.203083, -1.991724, 1.1286814, 2.5123546, 0.0019839723, 0.4697547, -0.36687058, 0.635059, 1.3243583, 0.1961772, 0.18240595, 0.27243781, 0.58922505, 0.00073244888, -0.052361958, -0.065072037, -0.27414644, -0.19210583, 0.01136779]","[2.9230359, 4.6038914, 3.8518693, 1.2497936, 4.8607845, 0.92445064, 1.7707967, 0.22312064, 0.2924605, 0.4763745]"
