Iteration,test_preds,estimated_params
64,"[-0.31697702, 0.7780854, 0.1816398, 1.4552089, -0.20299593, 2.3965507, -0.15939839, -0.11967244, 0.008437257, 0.17109983, -0.06546774, -0.13117051, -0.15944465, -0.11852831, 0.028630875, 0.06411457, 0.07878135, 0.049011923, -0.045992274, -0.01548053, -0.022504495]","[3.8779094, 3.2425697, 4.88688, 2.2076182, 1.4999156, 1.7461507, 1.9421571, 2.845419, 2.4703794, 1.5368425]"
65,"[-0.7918232, 3.6897779, -0.43889973, -2.2365067, 0.8516059, -2.0040724, 0.18188772, 0.051846772, 0.25879455, -0.020648096, 0.32019898, -0.044073444, 0.15357335, 0.07188639, 0.106291674, 0.014253525, -0.32006705, -0.12834914, 0.015676586, 0.034699693, 0.24020517]","[1.3046004, 2.0654123, 0.51300144, 3.1916232, 3.6661022, 3.983455, 3.6403372, 0.1756, 4.105809, 4.5403967]"
66,"[-0.78008443, 2.470858, 0.92491806, -2.7542632, -1.0359249, 2.0889626, -0.067769535, -0.3002124, 0.20099449, 0.31828123, -0.028882943, 0.15394197, 0.010132776, -0.0004294443, -0.036490794, 0.13954052, 0.07822439, 0.011466439, -0.13992023, 0.081691146, -0.04271074]","[1.9103866, 4.26897, 4.562385, 4.986132, 2.2660792, 4.8167276, 1.232079, 1.9662992, 3.1834052, 2.4875162]"
67,"[-0.0018121435, 0.48119044, -0.4526434, 2.2823677, 5.0955396, -4.8057213, 0.41352332, 0.014735163, 0.16738461, -0.30774656, 0.02466758, 0.46665686, -0.40296382, -0.22200476, 0.013664357, 0.28241777, 0.23108307, 0.22898036, -0.15330353, 0.05175755, -0.0495273]","[3.2897968, 0.80789334, 0.18907256, 1.1547862, 2.620619, 2.0082724, 4.461239, 4.5306897, 1.2400398, 3.9788125]"
68,"[-1.0425425, 3.6786995, 2.2979274, -0.30791134, 0.14869203, 1.5424669, 0.21293707, 0.2529077, -0.28432, 0.09324259, 0.058430053, 0.1409404, -0.08606964, -0.13188177, -0.10555334, 0.021240184, 0.098876834, 0.0034967752, 0.03177186, 0.004492221, 0.022540342]","[4.0101194, 2.9096055, 3.3785486, 3.6931808, 4.6833787, 0.6632323, 2.321483, 3.1986861, 2.1366954, 3.6557057]"
69,"[1.0698557, -2.676321, -5.833073, 3.4819765, -1.075443, -0.5786178, -0.46270773, -0.34500104, 0.5452288, 0.034769364, -0.02143982, -0.572369, 0.14565237, 0.109346, -0.11485776, 0.14774728, -0.13831945, -0.038292173, 0.015386771, 0.05320916, 0.1402025]","[1.0719798, 1.6834575, 1.4849013, 2.2856328, 0.122507654, 2.6448731, 3.4731352, 0.35432822, 3.866574, 0.49304122]"
70,"[0.007484393, 0.28693455, -2.122365, -0.06947383, 1.4586368, -2.9812574, 0.25061935, -0.5048462, 0.0073056994, 0.10288822, -0.12324335, 0.1645408, -0.21489437, 0.14368013, -0.010912954, 0.10653572, -0.15478018, -0.055815514, -0.120721884, -0.09863921, -0.009828515]","[0.65430087, 3.5889437, 0.7814933, 1.3165797, 1.0344398, 4.117418, 1.9121056, 3.3532305, 1.7417445, 4.793984]"
71,"[-1.2148217, 4.736679, 1.411558, -1.5281044, 0.3042532, 1.8106711, -0.14270006, 0.21953265, 0.017774891, 0.23910755, 0.25837782, -0.10049248, 0.2302616, -0.19580615, 0.020658214, 0.043215524, 0.05224377, 0.00037123534, 0.027885303, 0.011322075, 0.024092097]","[4.436036, 2.467741, 4.1691275, 2.6548312, 4.2850995, 1.6435244, 2.5986464, 0.86091065, 4.8838797, 1.7673483]"
72,"[0.14603771, -1.8459773, -2.7528968, -5.194796, 3.0937831, -0.109475166, -0.42632052, 0.41628003, -0.36819005, 0.38550934, -0.27740946, -0.32708168, 0.03616153, 0.2627176, 0.049509935, -0.093071505, 0.06904311, -0.120089926, 0.108290784, -0.118455626, 0.074492134]","[2.8674653, 3.909356, 2.053472, 0.2879512, 3.4644978, 1.0534881, 0.431323, 1.7048868, 3.2474928, 1.2519481]"
73,"[0.21272238, -1.8284155, 3.9718363, 2.3103683, -1.9284678, -0.6166242, 0.7942425, 0.06814047, 0.22909798, -0.6828552, -0.0702158, -0.050129674, -0.14529002, 0.045324795, 0.07801786, -0.053870145, 0.1362094, -0.15198165, 0.006256713, 0.070839226, 0.016785359]","[2.284878, 0.32607508, 2.8219638, 3.5823975, 1.9065317, 3.499073, 3.7798464, 4.585259, 0.33118638, 3.0397851]"
74,"[0.261083, -3.0761871, 2.9813123, 0.41793305, 4.162348, -2.5686197, -0.13434558, 0.038741242, -0.08014943, 0.04935751, -0.14837722, -0.023944464, 0.04492606, -0.2131636, -0.17101525, -0.089355, -0.13704233, 0.044622954, 0.05543135, 0.16021162, -0.0054058144]","[2.556322, 3.6796858, 0.3343297, 1.8586615, 4.567883, 1.5454401, 3.0816798, 1.8399416, 1.276049, 1.0236442]"
75,"[-0.22201851, 1.5710173, -1.0069842, 0.4003503, -2.6681862, 0.411327, 0.19608893, 0.037293743, 0.74596786, -0.42696297, -0.018429684, -0.13264859, -0.22862865, 0.048898686, 0.16436121, 0.03928769, 0.16458642, -0.047366247, -0.060532615, -0.0024622616, -0.052968778]","[2.637384, 0.1543, 4.468304, 3.3796005, 0.65984106, 4.2919207, 1.4137244, 4.136346, 3.0128393, 2.543828]"
76,"[-1.1221837, 5.1363645, 0.20797852, 1.333336, 2.761268, -0.5363694, -0.07246172, -0.24367861, -0.23999573, 0.037804123, 0.15551384, 0.037406486, 0.09281182, 0.18074188, 0.14267784, -0.12662816, -0.032403573, 0.20617646, -0.015008094, -0.067505054, 0.007344678]","[4.601783, 3.5380282, 1.492424, 1.0617567, 2.20232, 3.2564049, 4.2954006, 3.0931025, 4.0402174, 4.5255823]"
77,"[1.0970696, -5.4643097, -3.0029259, -8.511458, -3.8566782, 1.1976237, -0.25780934, -0.08008917, -0.36621243, -0.061620057, -0.35244903, 0.36484918, -0.2151112, 0.17080973, -0.03324759, 0.28648782, -0.19649151, 0.38754636, 0.15289451, 0.12107628, 0.01881913]","[0.3869095, 2.438125, 3.3724108, 4.2743897, 3.1465096, 1.241116, 0.37918895, 0.82653093, 1.9967545, 1.4539354]"
78,"[-1.2487713, 6.020937, 1.477803, 0.8061922, -1.824616, 0.2053442, -0.13168442, -0.034214415, -0.21975686, -0.12496124, 0.006104391, 0.25129944, 0.06799914, 0.040435404, 0.16910036, 0.14309637, 0.0034743503, -0.09126687, 0.05527504, 0.018119402, -0.021479435]","[1.2125509, 3.031323, 4.13265, 3.7724135, 3.4170187, 2.2357376, 4.9582486, 2.9900622, 4.671782, 3.488842]"
79,"[1.6231581, -9.535364, 0.13119668, -4.8939886, 4.6425443, -1.3953961, -0.7481895, -0.16051061, 0.3477819, -0.051131185, 0.27386472, -0.31066692, 0.025931591, -0.31161126, -0.2910576, 0.04359227, -0.069011025, -0.18808508, 0.2703551, -0.23581855, -0.24436347]","[3.719328, 1.9187452, 0.8306658, 0.7754133, 1.374784, 4.760592, 0.8854214, 0.58267903, 1.8448479, 0.14870131]"
80,"[0.71631294, -5.196064, 3.9470391, 3.421917, 0.85790175, 1.7071964, 0.6137609, -0.5633712, -0.26190743, -0.017462913, -0.053207435, -0.15913956, 0.17879172, -0.042116348, 0.29213926, 0.008532293, -0.022062229, 0.015200538, 0.05238751, 0.03686601, 0.047828484]","[3.3509696, 4.600807, 2.4764955, 3.245035, 1.105986, 2.6985328, 3.5901241, 2.0883842, 0.24836715, 2.1322212]"
81,"[-0.5494806, 3.303547, -0.9313714, 0.2517684, -1.3245032, -1.268009, 0.13897248, 0.7109479, -0.13745207, -0.19415608, -0.06920371, 0.14030822, -0.09174113, -0.059735335, 0.15440063, -0.1303631, -0.030859949, -0.0031548007, -0.0880712, -0.02410594, -0.053351577]","[1.7694571, 0.9061582, 2.2057314, 1.6796083, 3.803784, 0.40659735, 2.1477056, 4.3453135, 3.4455726, 3.9372756]"
82,"[1.0236081, -0.25962475, -8.743413, 8.140499, 0.968603, 0.766291, -0.4057254, 0.3893308, -0.21189778, -0.093076885, -0.049154837, -0.125304, 0.71044374, 0.7895581, -0.16787879, 0.02708959, 0.17018388, 0.09182538, -0.08641522, 0.21407828, -0.012661448]","[1.5369872, 3.5110455, 2.85554, 0.1159, 0.35384244, 0.7717572, 4.5278096, 2.6269867, 4.299414, 2.0566623]"
83,"[-0.36237255, 0.018917935, 0.09006457, -7.266004, 0.40981263, 2.278688, 0.3332835, -0.02168184, 0.079091966, -0.046989504, 0.34696472, 0.0014385461, 0.13584968, -0.2143079, -0.33726054, -0.051281516, 0.11034703, 0.10053177, -0.2227394, 0.10848869, -0.030643504]","[3.5087645, 2.1808748, 2.3882363, 4.1945486, 4.725316, 3.9990036, 1.0685877, 0.3861264, 1.560835, 4.650565]"
84,"[-0.45084882, -0.26063493, 4.8049083, 1.0378205, 0.94459903, 1.5065709, 0.49053603, -0.3021008, -0.33036235, 0.08342728, 0.067885414, -0.09907873, 0.06430881, 0.040790197, -0.1758446, 0.025922505, 0.084492356, -0.001058154, 0.12365586, 0.009691968, -0.049265224]","[4.308696, 4.457211, 4.0946574, 1.5198389, 2.7010243, 3.9539077, 3.281843, 2.4867747, 0.4896839, 3.0549598]"
85,"[0.05723118, 1.1849835, -1.0105864, 0.93762076, -3.4738636, -3.6792395, -0.34272605, 0.14908803, 0.123542055, -0.27313027, -0.12362182, -0.014411212, -0.095634215, -0.16755576, 0.03979732, -0.31347314, 0.1539859, -0.06614489, -0.16307046, -0.017403265, -0.02188403]","[0.7064049, 0.6928742, 1.2454338, 2.776904, 2.4552777, 1.9308642, 2.613367, 4.4262066, 3.701823, 1.1379148]"
86,"[0.6871759, -1.8097538, -3.7586856, 2.8035371, -1.7446396, 0.57865083, 0.47986868, 0.16180044, -0.6412992, 0.31230387, -0.17167121, 0.263667, -0.27360508, -0.1428075, -0.122647874, 0.11078895, -0.36156029, -0.14517777, -0.026287809, -0.07718199, -0.030472359]","[0.3571295, 4.738337, 1.8780248, 3.4862876, 1.7294589, 0.2959532, 2.8830993, 1.4708924, 0.99351263, 4.35776]"
87,"[-0.95431757, 3.1453726, 2.2252128, -0.5658893, 0.3589798, 1.2735906, 0.027260939, 0.13908854, 0.10307497, -0.051244054, 0.028171737, -0.016348328, 0.0051114913, -0.024235826, -0.08715311, -0.03280285, 0.15392885, 0.030753547, 0.012509034, -0.027612306, -0.013419116]","[4.809647, 1.0987716, 3.575518, 2.448586, 3.243517, 2.9983492, 1.8078698, 3.8182597, 2.6756213, 2.3040533]"
88,"[-1.1304142, 4.1074753, 3.0425494, 0.1647822, 1.2941929, -0.4924461, -0.45593998, -0.17644076, 0.15761766, -0.21908095, -0.03402883, 0.15610626, 0.1533197, -0.06566765, -0.13406214, -0.16084498, -0.06525342, -0.013337194, 0.06811042, 0.0013910728, 0.028309803]","[3.0768752, 2.6033726, 0.7937408, 4.7348733, 4.007109, 4.8877716, 3.6932714, 3.8446436, 4.2443023, 0.6116373]"
89,"[0.62872356, -2.344659, -5.0143113, -3.8717914, -1.4037836, 1.6413963, 0.11598078, 0.029869052, 0.21404989, 0.10088361, -0.15274541, -0.23652162, -0.11335865, 0.2134836, 0.096266784, 0.10675227, -0.024777325, 0.07616836, 0.08984168, -0.10971676, -0.15704739]","[1.9738187, 1.4518815, 4.752029, 1.0817926, 0.8638055, 2.221116, 0.63326734, 1.1322063, 2.237123, 3.599782]"
90,"[-0.49955356, 0.6388562, 3.4780555, 0.58951724, 0.19928172, 0.8139081, -0.78600764, 0.15994532, -0.14812347, 0.2399133, -0.1251997, -0.3756201, 0.16870674, -0.12429372, -0.16414978, 0.17245135, -0.08009167, 0.012865327, 0.09443713, 0.024549846, 0.04268927]","[2.0208077, 4.7195888, 3.591274, 1.4855745, 3.6118689, 1.9991059, 4.2108727, 0.22029492, 2.9135246, 0.26024243]"
91,"[0.26091844, -2.565711, -1.3996421, -4.2336283, 0.57028425, 0.59764105, 0.5437423, -0.031271573, 0.4270534, 0.08625388, -0.23378937, 0.077521876, -0.20169951, 0.13649267, -0.0602925, -0.1526249, 0.031628765, 0.08730983, 0.1352058, -0.0041465764, -0.045400687]","[3.167321, 1.1684073, 1.3868011, 3.0359647, 1.6312068, 3.7290282, 0.32223013, 2.6623094, 1.2702398, 3.3562763]"
92,"[-0.8741805, 3.3919048, 1.2553642, 2.013114, 0.66360265, 1.3626564, 0.09630351, -0.31085622, -0.17034464, -0.042039514, 0.038800288, -0.13404174, -0.0975021, 0.16939355, -0.0025342288, -0.00032211014, 0.12464487, 0.054070767, 0.044766508, -0.06873509, -0.080292985]","[4.7603354, 2.791415, 4.6572566, 0.533551, 1.3031301, 3.6957731, 3.1119924, 4.852684, 2.0627317, 3.8094392]"
93,"[0.18290727, 0.26739442, -3.0923963, -2.3695621, -1.9451013, -4.0410304, -0.0990838, 0.24335344, -0.10572778, 0.15403393, -0.07150384, 0.23669943, -0.057933435, -0.14260532, 0.09068943, -0.23033164, -0.15223365, -0.11492305, 0.036722723, 0.16390212, 0.050766602]","[0.40818754, 1.4506667, 0.22342022, 4.1945863, 4.0235124, 0.72098505, 1.4869547, 2.3549368, 4.0302663, 2.2984576]"
94,"[-0.7549154, 2.7231214, 2.8326373, 0.30063045, -1.3821123, -0.7429238, 0.019868514, -0.043124445, -0.20058157, -0.15612094, -0.13801035, 0.20925856, -0.060652174, 0.087100215, -0.13826704, 0.015857318, -0.015984751, -0.11571802, -0.054121606, 0.05842065, 0.011250515]","[0.84611505, 3.1709654, 1.961454, 4.455016, 4.358485, 2.470862, 3.584541, 3.8764465, 1.9014078, 2.6735156]"
95,"[-0.41154835, 1.8282474, -2.062651, 0.66836864, 1.4237752, 0.8049412, -0.35857156, -0.28802857, 0.31720796, 0.10902612, 0.0907418, -0.4757131, 0.07743288, 0.035212964, 0.1511137, -0.034464505, -0.02444329, -0.03426986, 0.01743657, -0.13945928, -0.020354293]","[4.2928104, 1.9461007, 2.7951655, 0.97050494, 0.4223604, 4.6465673, 2.201779, 1.5720092, 4.8100967, 0.9484466]"
96,"[-0.754043, 2.7119048, 0.9312428, 1.748423, 2.1328697, -0.10831348, -0.2758494, -0.34685668, -0.08642586, -0.01507313, 0.06940008, -0.113055736, -0.0260605, -0.06054076, -0.020052945, -0.114608854, -0.12562318, 0.00037587527, 0.13445191, 0.004415951, 0.035540283]","[3.5979037, 4.0694485, 0.8411329, 3.3080668, 1.9215388, 3.0334373, 4.774227, 1.3631513, 3.3229005, 1.403246]"
97,"[1.1010278, -4.9781785, -0.3741942, -0.7283137, -3.8956385, -0.6973317, 1.2265387, 0.7098694, -0.19989647, -0.11137335, -0.21002613, 0.07949505, -0.30038586, -0.17612346, 0.018274099, -0.005026682, 0.08549007, -0.08399109, 0.10970284, -0.14276032, -0.09310273]","[1.5415603, 0.42635554, 3.7194974, 2.2730339, 2.9266863, 0.31194964, 0.7195298, 3.5768695, 0.1345, 4.5238037]"
98,"[0.21269667, -0.7670246, -1.3177364, 3.1077404, 1.8559464, -1.8434229, -0.007886471, 0.08090114, -0.31447625, -0.051942125, -0.26064157, -0.08939813, -0.20082676, 0.12595665, -0.06801209, -0.08244183, -0.05072002, 0.16572294, -0.15896983, 0.052869122, -0.046765473]","[1.6670675, 2.9559789, 1.0938948, 1.0940238, 1.8451964, 1.1379752, 3.2528331, 3.930586, 1.5432404, 2.3673828]"
99,"[-1.286822, 5.484862, 1.2918831, -1.3413304, -0.71535707, 1.6533703, 0.10684481, 0.039730858, 0.20429328, 0.036411628, 0.218824, 0.123608425, 0.1333307, -0.060936756, 0.102233686, 0.11997545, 0.07626211, -0.010249208, 0.01759778, 0.031863883, -0.02175164]","[3.529901, 1.723618, 4.5259147, 4.7022934, 3.3893166, 3.2255738, 2.3563383, 2.0945895, 4.503649, 4.218819]"
100,"[-1.4502267, 5.807965, 2.6979032, -0.19337966, 1.2652495, 0.61800516, -0.016816266, -0.19772151, -0.18400608, 0.090462066, 0.2390743, 0.031517215, 0.23482916, 0.10438915, -0.085085504, -0.0066929343, -0.00010915042, 0.050665904, 0.099898055, -0.039008148, 0.070900075]","[3.7462385, 4.483395, 2.4181283, 2.4219384, 4.2175937, 4.4221563, 4.5781574, 1.0085702, 3.6860352, 3.4515862]"
101,"[2.962645, -12.065647, 1.6350912, 3.0583658, -3.7886403, 0.20619796, -0.029171629, 0.08768122, 0.21618886, -0.0729067, -0.10283884, 0.08334352, 0.21631254, -0.067164615, 0.6828057, 0.029751262, 0.19315375, 0.13866146, -0.19978125, -0.053860083, 0.25730646]","[1.2947425, 0.83680886, 3.047367, 3.473515, 0.8944721, 1.3852402, 1.115951, 3.2152636, 0.44205078, 0.69114536]"
102,"[1.8148924, -1.8086793, -10.600976, 8.608366, -2.6578655, 3.3700833, 0.30922833, 0.00844433, 0.24950892, 0.077849165, 0.23769937, 0.8419763, 0.8318788, 0.21585771, -0.6530388, 0.30527806, -0.28131926, -0.08402427, -0.09635158, -0.09986825, -0.04226056]","[0.5759223, 3.8676589, 4.6990023, 2.7841887, 0.26950723, 0.4828611, 3.7288055, 0.8423792, 2.5439568, 4.8704157]"
103,"[0.34103516, -3.8511837, 2.1021242, -3.0221512, 3.9085364, -2.135777, 0.5376078, 0.28681627, 0.48374832, -0.068890244, -0.13552769, 0.1331601, 0.008024911, -0.14495672, -0.22823001, -0.16352466, -0.0065968432, 0.08506775, 0.0452791, -0.05140462, -0.080032215]","[4.585229, 0.35473192, 0.49110112, 1.497349, 4.7553806, 2.8411577, 0.7348943, 2.865718, 0.8661732, 1.866075]"
104,"[-0.7809266, 1.9953812, 4.0265617, 0.7210575, -0.31864128, 1.207686, -0.42015144, -0.24714258, 0.011054335, -0.07938831, -0.104541294, 0.04596415, 0.06277192, -0.004019722, -0.124079585, 0.0573979, 0.11040217, -0.037713755, 0.041087206, 0.05220134, -0.03079064]","[2.631792, 3.7335758, 3.4318829, 4.292803, 2.6088116, 4.8778524, 2.8064463, 4.3018365, 2.4201627, 1.0272038]"
105,"[-0.47055, 2.3162782, -2.3558912, -1.3476286, 2.6181307, -1.697752, -0.13073349, 0.27484292, -0.059970867, 0.23373705, 0.027124787, -0.17658135, 0.124120355, 0.23123077, 0.2130954, -0.025462102, -0.089983515, 0.07223402, -0.09879371, -0.056399036, 0.014092634]","[2.4793873, 2.5377877, 1.7766014, 0.18185765, 2.4862528, 2.0865119, 1.7390592, 1.9969864, 4.2656384, 3.27721]"
106,"[-0.683745, 1.8250885, 0.25645724, -4.7816544, -0.6506287, 2.0029342, -0.40412256, 0.09812607, 0.20222892, 0.30969018, -0.35565737, 0.3061697, 0.092026256, 0.071825005, 0.046680015, -0.007905119, 0.15800625, 0.028313218, 0.033617496, 0.028069384, 0.029070351]","[2.3078806, 3.5805225, 4.1198435, 3.3754852, 3.8782086, 2.7303782, 0.19080587, 4.132197, 4.6499267, 0.8558385]"
107,"[0.62882894, -1.5215102, -3.6936326, 5.3865557, 1.4034423, 0.23799177, 0.2430643, 0.22928655, -0.26321968, -0.12240788, -0.03405897, -0.088480756, -0.113128655, 0.089458935, -0.107697725, -0.0822358, -0.11260894, 0.01041105, 0.04754668, 0.0213102, 0.016203696]","[2.7452698, 2.3694623, 1.2178776, 2.0095766, 1.1225408, 0.6342254, 4.316842, 2.070049, 1.4121011, 2.812566]"
108,"[0.11037101, -2.1577494, -0.58042353, -1.5359592, 0.5409325, 3.4515696, 0.7316715, -0.39223328, 0.06308131, 0.38157246, 0.22641946, -0.14335035, -0.24939461, -0.35800153, -0.12105097, -0.09312652, 0.21241002, 0.027598567, -0.27116284, 0.013428211, -0.108593754]","[4.5191135, 3.9064872, 2.923859, 4.6135607, 1.4320679, 2.0485187, 1.5849541, 0.51086956, 0.56478155, 4.4460855]"
109,"[0.08857236, 1.8915985, 0.25246587, -1.0955157, -6.3141403, -6.0428205, -0.22157902, -0.3204018, -0.03985901, 0.07299112, 0.35721618, -0.17355415, 0.1882673, -0.12859397, -0.13017172, -0.37980083, 0.3983835, 0.049887344, -0.08355205, -0.19653812, 0.120950244]","[0.5921103, 0.2520313, 2.2405183, 1.060509, 3.6836746, 4.747192, 2.922485, 3.074398, 3.5730603, 1.4632138]"
110,"[0.51222014, -3.319215, -0.6332285, -2.67628, 5.019327, -4.370408, 0.5323487, -0.21261622, -0.1367441, 0.3334675, 0.06679549, 0.015845323, -0.07378031, -0.16783792, -0.21530676, 0.42613038, -0.123631895, -0.061135635, -0.018619671, -0.11900251, 0.050329737]","[0.97768384, 4.6251764, 0.62167895, 0.43334964, 3.0689592, 3.290706, 2.1080046, 0.7258927, 0.7889545, 3.3081625]"
111,"[-0.19249143, 0.37899598, 2.3592153, 3.3410575, -1.2270184, 1.9399341, -0.72384185, 0.36389998, 0.10766775, -0.23653291, -0.20022254, -0.10166645, -0.18329644, -0.42352152, 0.03234331, 0.15531577, 0.11834478, 0.0832666, 0.12241759, -0.0067437137, 0.0764004]","[4.035377, 1.0287527, 4.9665, 4.233392, 2.1208923, 1.0824678, 3.8180842, 3.3152711, 2.7466097, 0.3308842]"
112,"[0.21542327, 0.16493425, -5.217373, 2.1704931, 1.3328288, 1.3147079, -0.22366682, -0.093507916, 0.15480007, 0.102181114, -0.12954898, -0.05765029, 0.017942611, 0.12976581, 0.121039785, -0.15617643, 0.018614458, -0.062972456, -0.041372765, 0.022524219, -0.046982642]","[3.2527559, 3.0539465, 1.9247775, 1.7789083, 0.6084706, 1.5601792, 0.90694875, 4.277119, 4.1624036, 2.0673416]"
113,"[-1.1976295, 4.958288, 3.0746326, -0.21377598, -1.084483, -0.025515324, 0.21143825, 0.079223156, 0.038610294, -0.19428761, 0.06491885, 0.10487973, 0.095401675, 0.20601547, -0.09573512, 0.14766707, 0.029148795, -0.07023647, 0.06771489, 0.005469529, 0.03903289]","[1.9812953, 1.8533288, 3.630377, 2.8907654, 4.4390044, 4.2460966, 4.7220483, 1.7381071, 2.4716432, 4.0765376]"
114,"[0.38422185, -3.3601966, 1.0026131, 0.100738436, 0.19395746, 0.7374473, 0.2535623, -0.5968742, 0.14896801, 0.19793193, -0.04485894, -0.20211029, -0.016917234, -0.033690598, -0.054952476, 0.024996808, -0.14967197, -0.0533459, -0.03281133, 0.08819855, -0.024620112]","[1.413606, 4.2432685, 1.4302564, 4.0388093, 0.8105679, 4.3501773, 2.2967265, 1.0851252, 1.050227, 1.7718737]"
115,"[-1.200867, 5.3011518, 1.7936343, 0.104924686, 0.442121, -0.25858322, 0.21144518, 0.3692048, 0.025498021, -0.24840511, 0.06610755, 0.027931927, 0.08907993, 0.20867647, 0.024970524, -0.037757218, 0.07794541, 0.10985231, -0.010973464, -0.083851814, 0.0131243775]","[3.6022418, 0.54300284, 3.1871982, 0.4616791, 4.084374, 2.5718622, 3.4212878, 3.671322, 3.0094066, 4.928948]"
116,"[-0.41574907, 1.9356418, -2.7657158, 0.28122163, 3.4327083, -0.41456398, -0.049810745, 0.4235163, -0.34093723, 0.20853545, -0.04691041, 0.1396038, -0.12581696, -0.1545155, 0.20389026, -0.31601948, -0.014077747, -0.032979216, -0.020137219, 0.19681098, 0.008903013]","[4.1592607, 3.3837438, 0.3696491, 2.872147, 3.2037804, 0.19415703, 1.3041434, 4.013763, 3.8904824, 2.9745924]"
117,"[-0.18705548, 0.6405029, 1.589426, 1.5949605, -2.4470954, -0.48701876, -0.22466542, -0.081786595, 0.0147627955, -0.027226057, -0.16431978, -0.26736382, -0.07438032, 0.115259655, -0.028364172, 0.21783239, -0.05291502, -0.015531987, 0.024185224, 0.021188768, 0.009999533]","[0.9231125, 2.1220336, 4.1981225, 1.72897, 1.7139443, 3.1121552, 4.53652, 1.3070604, 2.2648203, 1.2736033]"
118,"[-0.33232024, 2.632969, -1.9782411, -3.2122815, -3.8345938, -2.1832302, -0.17199998, -0.24377151, -0.021899665, 0.2518027, -0.094363555, 0.2657008, 0.109719135, 0.17827736, 0.20110966, -0.12222819, 0.06952561, -0.1462932, -0.12262967, -0.037027963, 0.03285288]","[0.13704528, 2.5950537, 2.56067, 2.4417212, 2.5233479, 3.9065983, 0.54100865, 4.855939, 4.9644, 4.1471467]"
119,"[-0.7064537, 2.1156383, 2.3298168, 1.7250917, 0.7998281, 1.0317957, 0.17008045, 0.12011706, -0.12795255, -0.12739685, 0.08067113, -0.09544101, -0.15191977, -0.092685, -0.07701263, -0.049423266, 0.039346654, 0.07735515, 0.11589258, 0.017445233, 0.024870036]","[4.938343, 1.3955965, 2.1664615, 3.6107538, 2.808287, 1.7197471, 4.006857, 2.417871, 1.7018243, 2.4811528]"
120,"[2.5815034, -12.848451, 8.183909, -1.9195538, 1.0430094, 2.482636, -0.03619628, 0.4646824, -0.35533896, 0.6351841, 1.2104889, 0.21104282, 0.17116416, 0.22540541, 0.5710112, 0.0024214915, -0.0032173877, -0.034172986, -0.32998797, -0.22593366, 0.08419292]","[3.2327383, 4.294564, 4.016524, 1.1248868, 4.6437583, 1.1408329, 1.7415456, 0.22103184, 0.28431395, 0.49321327]"
