Iteration,test_preds,estimated_params
64,"[-0.47886154, 0.9912672, 0.35261205, 1.2834388, -0.1400378, 2.4730902, -0.13243522, -0.14003049, 0.03193669, 0.20304066, -0.04399648, -0.17970867, -0.24110031, -0.17373879, 0.06985539, 0.059295148, 0.09780108, 0.04680938, -0.0736215, -0.011200653, -0.019731846]","[3.5372922, 3.4483101, 4.9128685, 1.9906645, 1.4572229, 1.6769159, 1.8822011, 3.0109956, 2.4469843, 1.5019568]"
65,"[-0.7109201, 3.6090705, -0.6455084, -2.2111697, 1.087451, -2.1965878, 0.16842915, 0.04596479, 0.30790773, 0.027418502, 0.3713416, -0.0066711465, 0.15140247, -0.016545596, 0.12681183, 0.029131189, -0.29819947, -0.14140458, 0.032856226, 0.026241379, 0.23040962]","[1.2580292, 2.1592047, 0.56422985, 3.4102173, 3.8887124, 3.855975, 3.6852674, 0.1506, 4.069367, 4.463562]"
66,"[-0.6457188, 1.989074, 0.7841379, -2.8158255, -1.0005499, 2.3364835, -0.033787888, -0.354482, 0.2701225, 0.28381208, -0.103689, 0.18635905, -0.011621062, 0.014137162, -0.0023005875, 0.12581442, 0.08547918, -0.005419153, -0.11324961, 0.09321799, -0.022142516]","[1.5741448, 4.69238, 4.627055, 4.6522617, 2.6029112, 4.7714143, 1.5423603, 1.5706027, 3.4115677, 2.4596395]"
67,"[-0.17688468, 0.8186483, -0.042145055, 2.3735194, 4.9255557, -4.64121, 0.42720965, 0.06898643, 0.024813367, -0.3846156, -0.066467084, 0.32374728, -0.31588903, -0.044910006, -0.064438224, 0.22100139, 0.19725248, 0.27064544, -0.18419877, 0.02145961, -0.053207118]","[3.4536989, 0.59496874, 0.1001, 1.32654, 2.284765, 2.3085523, 4.1339674, 4.418004, 1.394652, 3.5923243]"
68,"[-1.132355, 3.870469, 2.4439273, -0.48676917, 0.30479124, 1.4715848, 0.17358185, 0.24029446, -0.32118437, 0.11638021, 0.05890134, 0.16332611, -0.10204673, -0.14336011, -0.07294091, 0.023068028, 0.1263016, -0.020594697, 0.04156433, 0.040889557, 0.018806051]","[4.1808567, 2.3924406, 3.7882977, 3.277036, 4.212283, 0.8895338, 2.3250775, 3.0796099, 2.0622256, 3.535664]"
69,"[0.91926545, -2.4853969, -5.228032, 2.6346424, -0.95030814, -0.8115734, -0.43280575, -0.21921675, 0.53790486, 0.08944632, 0.056536533, -0.6365773, 0.08180643, 0.034513127, -0.058076084, 0.11741727, -0.18372898, -0.045046724, 0.041414883, 0.054797605, 0.123224564]","[0.9801169, 1.9156897, 1.5671912, 2.2900286, 0.1011, 2.3022535, 3.2640948, 0.9017454, 3.7332835, 0.62320316]"
70,"[0.025002293, 0.5250479, -2.4203162, -0.08525699, 1.6454054, -3.3456264, 0.21553624, -0.4801566, 0.03574302, 0.11628286, -0.14922518, 0.21570297, -0.1731986, 0.13230492, 0.019145636, 0.10297972, -0.12443238, -0.042595424, -0.12693787, -0.11742877, 0.0022304116]","[0.67245, 3.7247965, 0.83180064, 1.4609562, 1.0350524, 4.160245, 2.0429068, 3.0173736, 1.5876405, 4.651437]"
71,"[-1.1994643, 4.680244, 1.3071573, -1.6515764, 0.41402543, 1.8809712, -0.13657226, 0.16156216, -0.005002326, 0.24951652, 0.25405386, -0.09830175, 0.20071508, -0.18632978, 0.04188038, 0.056814, 0.07503758, 0.0053439103, -0.0047491034, 0.024420056, 0.02447619]","[4.324151, 2.2661998, 4.1361217, 2.8041508, 4.3774967, 1.5780771, 2.825187, 0.717232, 4.9965, 1.5720654]"
72,"[0.15449065, -2.039457, -2.9019547, -5.704849, 3.0054922, -0.16171539, -0.42482284, 0.35349378, -0.3819986, 0.4109783, -0.19683398, -0.3332978, -0.006097408, 0.1853839, 0.054058548, -0.110691085, 0.096595764, -0.141259, 0.15239571, -0.09190567, 0.079387]","[3.0203693, 4.063998, 2.2246344, 0.1047, 3.3587918, 0.9643956, 0.36164287, 2.038869, 3.1997082, 1.2648631]"
73,"[0.29386026, -2.1055796, 3.85986, 2.4968781, -1.8707252, -0.7050448, 0.80123216, 0.06468397, 0.18832421, -0.6090657, -0.07200938, -0.045778926, -0.087260604, 0.026873996, 0.0624572, -0.08291419, 0.14990273, -0.13594326, 0.0017508505, 0.055250134, 0.026846753]","[2.4427772, 0.12388428, 3.0295854, 3.582647, 1.852207, 4.057149, 3.587429, 4.883401, 0.31357816, 3.2035089]"
74,"[0.30253315, -3.213019, 3.5920284, 0.47902468, 4.125936, -2.7295227, -0.114508875, 0.069396645, -0.08992393, 0.1697373, -0.19429159, 0.05399901, 0.06863275, -0.21140255, -0.20944993, -0.085864566, -0.114899345, 0.040441077, 0.00020194623, 0.15235208, -0.04028896]","[2.7746317, 3.4090176, 0.32608566, 2.0117846, 4.1449833, 1.6143737, 3.0701306, 1.4885229, 1.4033256, 0.9752602]"
75,"[-0.11234855, 1.2963644, -1.5556287, 0.4606095, -2.6231968, 0.4306361, 0.120137006, -0.013017554, 0.7026211, -0.38646397, -0.009826172, -0.14712065, -0.19486652, 0.02012916, 0.15082975, 0.028456144, 0.16890581, -0.014951327, -0.030690778, -0.009580883, -0.022835668]","[2.6528203, 0.1376, 4.2781825, 3.9018836, 0.87462467, 3.9358919, 1.5895877, 3.994249, 2.8270948, 2.693056]"
76,"[-1.1654739, 5.2618017, 0.103129536, 1.3865768, 2.8354318, -0.61661947, -0.08804703, -0.27794218, -0.19156979, 0.07047854, 0.21242842, 0.07027227, 0.08438431, 0.14099337, 0.16890241, -0.1517913, -0.07178626, 0.21466908, -0.012560802, -0.09539005, -0.0044657374]","[4.979178, 3.1788826, 1.7502769, 0.7681571, 2.3169959, 3.004071, 4.1855354, 3.1324995, 3.7968307, 4.5095735]"
77,"[1.0191455, -5.5904713, -3.0424905, -8.825707, -3.8560874, 1.0250657, -0.296854, -0.13918525, -0.5384822, -0.052502703, -0.19492228, 0.2375943, -0.15375438, -0.05223493, -0.08426043, 0.25032136, -0.18740398, 0.42593277, 0.08365467, 0.08257664, 0.01300939]","[0.47244146, 2.309823, 3.106689, 4.9772, 2.9961345, 1.270983, 0.31995574, 0.9909561, 1.9700457, 1.515429]"
78,"[-1.2475008, 6.0315886, 1.3959992, 0.8468216, -1.7404623, 0.1846671, -0.14756162, -0.039611105, -0.26289135, -0.112435184, 3.2305605e-05, 0.25447538, 0.06901327, 0.014870376, 0.1756885, 0.13569611, 0.01948561, -0.07811556, 0.06546665, 0.03598959, -0.030916672]","[1.2142489, 2.8654807, 4.383167, 3.6637378, 3.456774, 2.3313413, 4.7983084, 3.2642412, 4.4815974, 3.5691118]"
79,"[1.6043369, -9.504254, -0.45395255, -5.642302, 4.5975337, -1.4525411, -0.8826926, -0.23958015, 0.05469428, -0.25804207, 0.3915412, -0.1772447, -0.0027404695, -0.1886661, -0.2250052, 0.12841833, -0.06996395, -0.16580391, 0.22200784, -0.23190816, -0.16490112]","[3.9864676, 1.6725459, 0.61868984, 1.1941403, 1.5961756, 4.362975, 0.9230383, 0.742305, 1.7012892, 0.19254376]"
80,"[0.6410901, -5.213489, 4.0662513, 3.3097343, 0.82106286, 1.6715926, 0.6188243, -0.5127066, -0.20191973, 0.06436613, -0.031168336, -0.12025331, 0.124112055, 0.03845552, 0.27333546, 0.036103386, -0.017124485, 0.044981427, 0.0074337935, 0.0069642053, 0.04543141]","[3.2466176, 4.999, 2.439309, 3.1110952, 1.129643, 2.6033401, 3.4133792, 2.840275, 0.18831006, 2.3130918]"
81,"[-0.5107873, 3.3280048, -0.96056294, 0.11194073, -1.357006, -1.1564157, 0.11204887, 0.8133321, -0.12927157, -0.18695904, -0.007704208, 0.1050816, -0.065961055, -0.104854286, 0.14921477, -0.13038196, -0.040135983, 0.021570489, -0.07454625, -0.055536374, -0.065619454]","[1.6535561, 0.9828953, 2.0274415, 1.8098907, 3.7524278, 0.5455785, 2.1624203, 4.7956433, 3.3493285, 4.043312]"
82,"[1.0565906, -0.25147122, -8.949938, 8.345513, 0.80809313, 0.6420037, -0.3770784, 0.34787253, -0.21989407, 0.00024230043, -0.10341797, 0.030093929, 0.6248036, 0.6606103, -0.18436837, 0.0042400914, 0.08355378, 0.10808879, -0.04993945, 0.15707085, -0.040165544]","[2.0372603, 3.044458, 2.8772526, 0.1063, 0.33037427, 0.87672955, 4.0976067, 2.751028, 4.3754, 1.8142803]"
83,"[-0.44656032, 0.22916646, 0.11932474, -7.660816, 0.4102539, 2.2313354, 0.22520597, -0.10115191, -0.052299526, -0.20084426, 0.3373244, 0.010890811, 0.08672094, -0.1627972, -0.27534366, 0.010584261, 0.058275476, 0.12125226, -0.3317198, 0.10775463, -0.033554662]","[3.8524513, 1.7803485, 2.3629317, 4.3703265, 4.394936, 4.0688405, 1.041809, 0.522139, 1.5259153, 4.406228]"
84,"[-0.4230959, -0.2943426, 4.8171377, 1.068183, 0.98823714, 1.4868128, 0.50616217, -0.28841156, -0.30635977, 0.11337065, 0.056901317, -0.112431, 0.11454804, 0.01481318, -0.19495046, 0.04337074, 0.05995487, -0.011760483, 0.10515294, 0.008491455, -0.04790034]","[4.5282264, 4.0378823, 4.2560363, 1.407432, 2.6158185, 4.117666, 3.1631386, 2.8363554, 0.46243298, 3.1806397]"
85,"[0.12696138, 0.86776245, -1.0536133, 0.6759472, -4.194004, -4.098309, -0.38037, 0.016309084, 0.0002709162, -0.14573102, -0.027773349, -0.06907658, -0.13168488, -0.2705467, 0.029724255, -0.36356163, 0.19964159, -0.0018492058, -0.096534, -0.038349476, -0.03300358]","[0.9625262, 0.5624565, 1.3573453, 2.4188387, 2.3617594, 1.9766515, 2.5105953, 4.9962, 3.775161, 1.2177835]"
86,"[0.66099316, -1.6812589, -3.3536735, 2.7556784, -1.687528, 0.6014298, 0.5273282, 0.1483709, -0.55305284, 0.24361679, -0.118207835, 0.26468813, -0.20987536, -0.092373095, -0.16093282, 0.08859506, -0.32384497, -0.12869954, -0.020638306, -0.06287395, -0.03445529]","[0.25563762, 4.9971, 1.8044907, 3.5095224, 1.7951133, 0.15598825, 2.862507, 1.3674695, 1.0804633, 4.1690927]"
87,"[-0.94124573, 3.3140335, 1.9836954, -0.66128695, 0.3303307, 1.2836262, 0.024722587, 0.17187496, 0.12728819, -0.07005612, 0.010606642, -0.0010594546, 0.074910834, -0.033360943, -0.11494522, -0.042542696, 0.17505054, 0.011808348, 0.028915996, -0.009820261, -0.0103214]","[4.668802, 1.3076082, 3.3528793, 2.925831, 3.2455537, 3.084654, 1.8811561, 3.761854, 2.3752759, 2.3374913]"
88,"[-1.1234654, 4.030855, 3.0745962, 0.119068325, 1.2828898, -0.46099573, -0.451913, -0.20135608, 0.20970342, -0.24792221, -0.043434355, 0.18842885, 0.11172311, -0.057137117, -0.11170103, -0.14450175, -0.08836007, 0.007835527, 0.058221836, 0.0057794754, 0.026939828]","[2.9184818, 2.9451277, 0.78167796, 4.6256404, 4.3827, 4.1496353, 3.8911903, 3.477646, 4.264754, 0.6167305]"
89,"[0.8777018, -3.1621456, -5.943277, -4.4807754, -1.2755451, 1.9480258, -0.020010294, -0.066434965, 0.08844811, 0.054162335, -0.0067394837, -0.2672011, -0.06456763, 0.20878682, 0.07896559, 0.14678006, -0.042979673, 0.051678542, 0.07492379, -0.094735265, -0.15059964]","[2.0998368, 1.2729352, 4.8565803, 1.0535249, 1.0256138, 2.232021, 0.5778596, 1.6300118, 2.2502255, 3.7208753]"
90,"[-0.50563663, 0.5328696, 3.4128737, 0.5673315, 0.2666105, 0.7508941, -0.78912985, 0.15503089, -0.17412654, 0.2305415, -0.11873064, -0.3738094, 0.2112442, -0.13790417, -0.18614347, 0.15259315, -0.110275045, 0.010369768, 0.07158559, 0.03219349, 0.016483253]","[2.1367433, 4.6975718, 3.8773263, 1.3366268, 3.5901766, 2.031785, 4.1624093, 0.25995764, 2.9202135, 0.25599602]"
91,"[0.24379426, -2.676942, -1.4646695, -4.546133, 0.47407857, 0.7312756, 0.56081384, -0.067653716, 0.47053656, 0.024817996, -0.2649245, 0.09076855, -0.23043574, 0.16748221, -0.069637336, -0.14786665, 0.003356745, 0.08148672, 0.18067732, -0.0060535828, -0.05802914]","[3.0176332, 1.3067162, 1.339848, 2.8883224, 1.8127996, 3.3411014, 0.4410556, 2.4826875, 1.2760483, 3.28115]"
92,"[-0.7846418, 3.101947, 0.8124, 2.143547, 0.7086351, 1.3841119, 0.08090206, -0.34727865, -0.18794364, -0.061303135, 0.063581705, -0.094472505, -0.08010686, 0.16956155, -0.018822158, 0.011525714, 0.13890915, 0.052582536, 0.05296251, -0.069091, -0.08637677]","[4.5340896, 2.9859705, 4.3186884, 1.1175989, 1.5695091, 3.1366544, 4.0578246, 3.1466253, 2.1834261, 3.3563523]"
93,"[0.20159595, 0.39863747, -2.9502177, -2.4039817, -2.4017084, -3.8851197, -0.030277822, 0.20518634, -0.1327835, 0.19719267, -0.00057032093, 0.20431328, -0.060027484, -0.18280242, 0.09836324, -0.25598377, -0.13285701, -0.07282436, 0.040837377, 0.161869, 0.06668643]","[0.45024773, 1.4921134, 0.1760211, 3.823142, 3.977852, 0.7350323, 1.3617519, 2.557023, 4.215049, 2.046731]"
94,"[-0.75065285, 2.6955836, 2.5634496, 0.33555463, -1.3148309, -0.6585815, 0.01734808, -0.051844917, -0.1594053, -0.16360772, -0.16709237, 0.20805004, -0.040588256, 0.12344166, -0.16381155, 0.00661109, -0.0023132327, -0.10067915, -0.06893882, 0.05204793, 0.013383787]","[0.7701357, 3.2619967, 1.8189799, 4.7362165, 4.7897754, 2.2231677, 3.7811952, 3.6936545, 1.8642302, 2.7174647]"
95,"[-0.29009888, 1.5496557, -2.3450558, 0.6708299, 1.4003986, 0.92901146, -0.34734353, -0.30779985, 0.33605045, 0.10565251, 0.12617022, -0.4432187, 0.025740573, 0.031919837, 0.16825002, -0.021524113, -0.022091182, -0.005642707, -0.0071072285, -0.13143261, -0.010128663]","[4.0859, 2.2144966, 2.810189, 0.93236214, 0.56666327, 4.375689, 2.3439958, 1.4829319, 4.7685122, 0.98859644]"
96,"[-0.75433546, 2.620029, 0.8692556, 1.5616535, 2.160213, -0.21144657, -0.26079145, -0.37066337, -0.037306808, -0.00060337485, 0.09058546, -0.10393318, -0.05216249, -0.0833372, -0.010030023, -0.10845671, -0.1466203, 0.012888875, 0.16762362, 0.004888249, 0.031594705]","[3.6482818, 4.229719, 0.9169976, 3.166813, 2.028778, 2.7491782, 4.990764, 1.393361, 3.282934, 1.4339261]"
97,"[0.9758364, -4.4337606, -0.80587196, -1.1400357, -3.9084227, -0.80207837, 1.060375, 0.6734309, -0.22662567, 0.00653932, -0.13973622, 0.083968855, -0.31032744, -0.15079373, -0.05875152, -0.06212016, 0.13816094, -0.0306011, 0.10276657, -0.17113943, -0.061118722]","[1.6440519, 0.35425577, 3.9047406, 2.2342224, 2.93581, 0.29591256, 0.9266835, 3.2110968, 0.1008, 4.1567116]"
98,"[0.23955585, -0.9203098, -1.754595, 3.1502023, 2.2278018, -2.0024812, -0.027541334, 0.108043805, -0.36043438, -0.0680177, -0.18311206, -0.0551829, -0.19164583, 0.102425, -0.06502445, -0.08876601, -0.035288166, 0.17363709, -0.14924811, 0.10608053, -0.08183909]","[1.6044812, 2.8704743, 1.3446373, 0.9231421, 1.808599, 1.304158, 3.2801573, 4.148532, 1.4726032, 2.4234352]"
99,"[-1.3369147, 5.836381, 1.22464, -1.1420373, -0.7209588, 1.7306944, 0.12839684, 0.06508339, 0.20202316, 0.06923955, 0.18854396, 0.10089531, 0.17455886, -0.05928534, 0.10931372, 0.09005821, 0.096811175, -0.05099964, -0.0007084034, 0.03375693, -0.00747748]","[3.2648928, 1.9215491, 4.5692816, 4.488039, 3.4570537, 3.2713854, 2.409313, 1.6904433, 4.3943434, 3.7782815]"
100,"[-1.5178052, 5.8608203, 2.7961261, -0.2361215, 1.2396593, 0.7211034, -0.0322675, -0.16561879, -0.15535465, 0.12720509, 0.27215347, -0.00062369567, 0.23961876, 0.1777869, -0.08546371, 0.03995104, 0.003270475, 0.08534678, 0.08937427, -0.033061374, 0.07763347]","[3.5205002, 4.614748, 1.8122576, 3.4902997, 4.4570136, 3.8895268, 4.799718, 0.94234663, 3.7371607, 3.4230142]"
