Iteration,test_preds,estimated_params,posterior_means
45,"[0.16127944, -1.2283716, 2.1555936, 0.3113206, -3.5955, -0.84432936, 0.04950571, -0.19939435, -0.004938245, -0.11405529, -0.23626655, 0.04310581, -0.116696924, 0.033220768, -0.05056931, 0.05569218, 0.12800479, -0.17059122, -0.06638384, 0.061846703, -0.008416489]","[0.75674516, 1.6912391, 3.7737508, 3.7961335, 2.3330998, 3.6206162, 2.5446815, 3.0665913, 1.3589495, 1.9099071]","[0.7570033669471741, 1.6995478868484497, 3.8257250785827637, 3.725769519805908, 2.3194684982299805, 3.645996332168579, 2.494854688644409, 3.1738741397857666, 1.3471369743347168, 1.9188038110733032]"
46,"[-0.57488954, 2.5477655, -0.8352445, -1.2264336, -1.0250604, 0.64992535, 0.044385526, -0.3063801, 0.12472975, 0.25990862, 0.20903635, -0.2814498, 0.06720479, 0.054418445, 0.06664316, 0.1877245, -0.2030913, -0.0962732, -0.060938958, 0.035686195, -0.012968972]","[1.3053281, 3.425848, 3.49397, 2.662073, 1.4624232, 4.3558044, 3.1818447, 0.1087, 3.4276543, 3.6040905]","[1.3171316385269165, 3.4057512283325195, 3.553093671798706, 2.5847373008728027, 1.4530590772628784, 4.385501384735107, 3.125565528869629, 0.16955743730068207, 3.4178922176361084, 3.6281898021698]"
47,"[2.513988, -12.067572, 8.671158, 0.9695295, 2.2830548, -0.0431602, -0.107916474, 0.232431, -0.053624988, 0.18587792, 0.5253435, 0.39546233, 0.43637872, 0.16045249, 0.6317831, -0.28959996, -0.16460955, -0.050497495, -0.08360654, -0.11254269, -0.16631635]","[4.4912987, 1.9222637, 1.944118, 0.440373, 3.327725, 2.9061186, 1.3926325, 3.127347, 0.1094, 0.65289706]","[4.362626075744629, 2.0344576835632324, 1.8030673265457153, 0.7222196459770203, 3.188903570175171, 3.1148509979248047, 1.4190831184387207, 3.0024874210357666, 0.12368758022785187, 0.6465545892715454]"
48,"[-0.76713, 2.8221793, 2.9855077, 2.4764454, -0.14609651, 1.887065, -0.064695954, 0.22247249, -0.63001484, -0.02669192, -0.09813595, 0.27011856, -0.24682087, -0.2661649, -0.028793931, 0.06924994, 0.077361286, -0.020427525, 0.12762818, -0.018393382, 0.04765141]","[3.5488071, 3.483014, 4.207498, 3.8010316, 3.864965, 0.31697693, 4.1107197, 4.9275866, 1.9023716, 2.2198918]","[3.4290969371795654, 3.7164669036865234, 4.192059516906738, 4.005392551422119, 3.8406927585601807, 0.3293438255786896, 4.3802490234375, 4.269777297973633, 1.8837021589279175, 2.230163097381592]"
49,"[1.257319, -2.501214, -9.056692, -4.8302264, 6.24948, -7.5943747, 0.049752235, 0.34972167, 0.63933015, 0.19829357, 0.27018732, 0.6139133, -0.22778845, -0.4171133, 0.701998, 1.2410514, 0.67685676, -0.42724, 0.5648352, 0.0034168959, -0.0062053204]","[1.0411882, 0.1067, 0.31843174, 0.61310166, 1.2314671, 2.9956906, 0.19093715, 2.4680057, 4.1521354, 4.8800044]","[1.034519076347351, 0.1615552455186844, 0.3303581476211548, 0.5673917531967163, 1.2400767803192139, 2.9749436378479004, 0.2055547684431076, 2.410414934158325, 4.298092842102051, 4.584620475769043]"
50,"[-0.91130704, 3.2597902, 2.051832, -2.5804198, -1.4008651, 0.5917144, 0.042157263, 0.23391712, 0.17018843, 0.1920988, 0.077688694, -0.10580152, 0.26170024, 0.057459116, -0.12390332, 0.2840409, -0.0819948, -0.044692606, -0.02170512, 0.018342674, 0.038819052]","[1.2974494, 2.8183668, 4.4629555, 2.4685295, 4.929232, 3.3631532, 2.8152204, 0.31200656, 3.938026, 1.1877282]","[1.3245654106140137, 2.7991044521331787, 4.491016387939453, 2.450505018234253, 4.819180965423584, 3.532137870788574, 2.818896770477295, 0.327050119638443, 3.8216593265533447, 1.3540678024291992]"
51,"[1.7003853, -5.6657605, -6.948969, 5.2595263, 2.1193843, 0.8922566, 0.12971224, -0.04039216, 0.35698408, -0.21393022, 0.056571007, 0.1587801, 0.09306109, 0.22482538, -0.3668609, -0.12807015, 0.12709725, -0.08798915, 0.045771867, 0.108694494, 0.092959255]","[3.273053, 1.7978483, 0.6302991, 3.3742821, 0.28495404, 1.051364, 2.0394864, 2.4840891, 0.7885164, 4.6429048]","[3.3241562843322754, 1.9002277851104736, 0.6583129167556763, 3.257324695587158, 0.28504326939582825, 1.1380268335342407, 1.886850118637085, 2.980069398880005, 1.097872257232666, 3.5451712608337402]"
52,"[-0.56389594, 1.6723413, 1.9887221, 2.836294, 1.4088454, 0.94777167, -0.12632966, -0.07490319, -0.5244977, 0.03665191, -0.13304846, -0.15857136, -0.10205041, 0.12098408, -0.06811764, -0.028501302, 0.07488638, 0.12682989, 0.056689814, -0.040956706, -0.029227734]","[4.1613965, 4.690142, 3.427416, 0.73336506, 2.562992, 1.3019074, 3.9481342, 4.5446157, 1.3507928, 3.1089318]","[4.221530914306641, 4.5556769371032715, 3.432387590408325, 0.7182937860488892, 2.5504326820373535, 1.3204739093780518, 3.966567039489746, 4.493240833282471, 1.3563154935836792, 3.1013216972351074]"
53,"[0.050864756, -0.26293182, -1.5943298, -5.0836225, -2.9584055, -0.6731554, -0.23155892, 0.035208583, 0.4949581, 0.10197817, -0.21699464, 0.15910222, 0.02085644, 0.15581441, 0.03907287, 0.0116098225, -0.091513276, 0.048487395, 0.057259746, 0.11385593, 0.061302073]","[0.9788671, 1.1035374, 1.8556545, 4.2981634, 3.1807923, 3.997125, 0.6943258, 1.9511955, 4.5562387, 0.87466705]","[0.9737548828125, 1.1107192039489746, 1.8877512216567993, 4.250214099884033, 3.1633167266845703, 4.03032112121582, 0.6992426514625549, 1.945939540863037, 4.533631801605225, 0.9084924459457397]"
54,"[-0.70360255, 3.5024748, 1.4067695, 1.1357243, -1.7713785, -1.7069023, -0.059411082, -0.3563224, -0.37629765, -0.1204412, -0.15368673, 0.3273455, -0.11423805, 0.11071432, -0.036353897, -0.06252664, -0.059148535, -0.09826626, -0.09814626, 0.02750665, -0.008514747]","[0.17389202, 3.972491, 1.186254, 4.5241947, 3.240523, 2.7270756, 4.6753364, 3.8952806, 2.3171597, 3.866327]","[0.1781933456659317, 3.9653995037078857, 1.208974838256836, 4.454265594482422, 3.237213373184204, 2.7329928874969482, 4.6520209312438965, 3.9336605072021484, 2.3194150924682617, 3.8629324436187744]"
55,"[0.015366554, 0.54073, -4.0055666, -0.37286592, 0.25016314, 2.1502366, 0.01775144, 0.7019733, 0.049700037, 0.15245257, -0.011589229, -0.25014603, -0.029233098, -0.18177634, 0.20574641, -0.08168815, 0.020942986, -0.024842203, -0.014534138, -0.09130412, -0.12396729]","[4.9783, 0.48645288, 4.32166, 0.7309445, 1.7313226, 0.8225482, 1.1670479, 1.8598381, 4.2264066, 2.8015733]","[4.896583080291748, 0.537691056728363, 4.351616382598877, 0.7048563361167908, 1.7356852293014526, 0.8174681663513184, 1.1797585487365723, 1.823502779006958, 4.174341678619385, 2.8827059268951416]"
56,"[0.5079159, -2.8716528, -0.25801563, 3.0638711, 0.262297, 1.9085814, -0.7548787, -0.185662, 0.34374544, 0.122765005, -0.155219, -0.4281845, -0.0682143, -0.22526917, -0.06798358, 0.0931046, -0.036148865, 0.04545766, 0.004292488, -0.010489917, 0.104096815]","[4.4270678, 3.3135335, 3.2324717, 1.6585264, 0.79337186, 2.3535182, 2.8313847, 1.5661144, 2.443643, 0.1456]","[4.077054500579834, 3.2831008434295654, 3.4016847610473633, 1.7108261585235596, 0.7771750688552856, 2.3890798091888428, 2.743985891342163, 1.7132904529571533, 2.4256057739257812, 0.1670733243227005]"
57,"[-0.6481025, 1.2934055, 3.845367, -0.8505872, -0.09879255, 0.49225888, 0.44062662, -0.051778495, 0.06417924, -0.1407345, -0.051143005, 0.10230374, 0.044964403, 0.19914281, -0.2685063, 0.008689858, 0.044304874, -0.06986469, -0.01075162, 0.0012221932, -0.03171925]","[2.3277411, 1.9932921, 3.152695, 1.8998828, 4.1127367, 4.875946, 2.3557951, 3.4482806, 1.0091376, 3.3477294]","[2.2880585193634033, 2.2331671714782715, 3.016406297683716, 2.35799503326416, 4.360635757446289, 4.378720283508301, 2.4626662731170654, 3.4019968509674072, 0.9899600744247437, 3.388613224029541]"
58,"[0.5590838, -4.6952243, 5.2173834, 1.0193565, 0.028633527, 0.37840223, -0.658579, 0.07078922, 0.20617902, -0.038952947, -0.25246382, -0.041071355, 0.17622995, -0.08440125, -0.032886982, -0.076091774, 0.0068531334, -0.058543816, -0.017641902, 0.05999905, -0.085295886]","[1.9401021, 3.1981316, 2.291331, 2.8594856, 2.9109762, 3.3466983, 1.4605937, 3.38276, 1.4131137, 0.3192134]","[1.9483015537261963, 3.1712687015533447, 2.456800699234009, 2.6854894161224365, 2.9161839485168457, 3.4240095615386963, 1.5061427354812622, 3.440067768096924, 1.3924201726913452, 0.3518730401992798]"
59,"[-0.13966781, 2.3483224, -4.211922, 2.0574775, -0.6754491, 1.4219496, -0.007501985, 0.7860502, -0.27710876, 0.13959593, 0.12797533, -0.025568247, 0.017325044, -0.30529588, 0.25874192, -0.0010497868, -0.21335566, -0.07717937, 0.042461142, -0.06397036, -0.1780811]","[3.1510167, 1.5885189, 3.484582, 1.381108, 1.9591644, 0.1134, 2.683207, 1.6350855, 4.8835516, 2.48876]","[3.1543281078338623, 1.5534348487854004, 3.389052152633667, 1.5122482776641846, 1.9390157461166382, 0.1270672231912613, 2.820903778076172, 1.483773112297058, 4.649255752563477, 2.9880423545837402]"
60,"[0.58257985, -2.191753, -7.3840427, -5.0646734, 2.384252, 3.9555092, -0.20970777, -0.73845506, 0.08755362, -0.080994844, -0.13456136, 0.35552096, -0.15449524, 0.023347408, 0.23888175, -0.41677535, 0.14714271, -0.012208581, 0.22016841, 0.0834271, 0.05298385]","[4.488624, 4.8151, 1.3873113, 4.2304997, 0.6900107, 2.3074844, 0.14769566, 1.6001434, 3.577868, 3.686955]","[4.6417951583862305, 4.534682750701904, 1.4396027326583862, 4.229763507843018, 0.6210145950317383, 2.5001883506774902, 0.1627223789691925, 1.5431939363479614, 3.5781867504119873, 3.690162181854248]"
61,"[0.29220128, -1.3623357, 5.19888, 0.17768762, -5.1880503, -3.668271, 0.1572352, -0.3568561, -0.045764927, -0.16003346, 0.01052165, -0.033884764, 0.23163137, 0.07149726, -0.19787261, -0.09245786, 0.27184305, -0.2583407, -0.0332603, -0.012444764, -0.029413268]","[0.27281582, 1.0275477, 3.5614223, 1.2245685, 4.0400386, 4.710265, 3.902729, 4.267121, 0.7457195, 2.1766875]","[0.2745259404182434, 1.1033210754394531, 3.37658429145813, 1.813606858253479, 4.2491302490234375, 4.377265453338623, 4.106882095336914, 3.924567461013794, 0.7432331442832947, 2.165454149246216]"
62,"[-0.6111515, 1.8596859, 0.49680442, -3.6291816, -0.35304117, 0.017686605, -0.046932936, 0.05923438, -0.02422595, 0.30586648, -0.1815483, 0.050684646, 0.14199378, 0.24942678, -0.10304938, 0.1029224, -0.036649346, -0.08495782, -0.08474998, -0.051303476, 0.0065156817]","[1.1283777, 4.255426, 4.0195317, 0.7729683, 3.848902, 3.6313136, 0.9424137, 2.400982, 2.7575853, 2.9204063]","[1.113485336303711, 4.211744785308838, 3.9760303497314453, 0.8389326333999634, 3.8790946006774902, 3.5975732803344727, 0.945830762386322, 2.423112392425537, 2.752377986907959, 2.946403741836548]"
63,"[1.6320187, -6.946183, 3.4777887, 6.998844, -0.7685934, 0.8744843, -0.2766652, 0.3264755, 0.15337944, -0.7068961, -0.11538494, -0.06033194, -0.027197063, -0.23677245, 0.39636484, -0.04228908, 0.14080149, 0.16337956, 0.019062936, -0.0046307333, 0.2520484]","[4.0811253, 0.7834959, 1.4098424, 4.854057, 1.2678756, 0.8113693, 4.8672667, 4.4903316, 0.8712769, 0.9523535]","[4.061587810516357, 0.8066954612731934, 1.5469759702682495, 4.605850696563721, 1.2559336423873901, 0.8293387293815613, 4.7683916091918945, 4.593530178070068, 0.8428244590759277, 0.9506983757019043]"
64,"[-0.30377465, 0.70357, 0.3213199, 1.5551542, -0.110943556, 2.5521185, -0.09696579, -0.101004064, 0.02523601, 0.1509356, -0.04975301, -0.13317657, -0.1689935, -0.12277341, 0.030533075, 0.06646661, 0.1031697, 0.039619513, -0.04195088, -0.027063847, -0.024133682]","[3.4473615, 3.5484397, 4.7608128, 2.3291116, 1.535892, 1.8240174, 2.1135876, 2.5953503, 2.473109, 1.486523]","[3.4874155521392822, 3.483236789703369, 4.665582180023193, 2.440284013748169, 1.5257682800292969, 1.8141847848892212, 2.075859785079956, 2.668813467025757, 2.4796135425567627, 1.5238745212554932]"
65,"[-0.7998809, 3.7337887, -0.48258615, -2.2099688, 1.007078, -1.9136686, 0.18464151, -0.060829043, 0.25188458, -0.019772157, 0.36417887, -0.0017210543, 0.15442532, 0.04073155, 0.10748054, 0.02319014, -0.33310536, -0.13770473, 0.016010031, 0.04457909, 0.22066396]","[1.3745242, 1.7767247, 0.5845506, 2.8988514, 3.9570458, 3.5455272, 3.6296935, 0.1756, 4.10209, 4.2886004]","[1.3829638957977295, 1.7737833261489868, 0.5921816825866699, 2.873591899871826, 3.96403431892395, 3.5389018058776855, 3.5805423259735107, 0.2448074370622635, 4.087686061859131, 4.318129062652588]"
66,"[-0.7417748, 2.3324366, 0.91779363, -2.772784, -1.245893, 2.0272198, -0.09322554, -0.371481, 0.23270404, 0.30495757, -0.04695496, 0.17989096, 0.024949856, 0.005725324, -0.0511017, 0.14207312, 0.071617335, 0.005022615, -0.11506559, 0.07399395, -0.03576674]","[2.0860686, 4.138621, 4.632942, 4.6653376, 2.4362245, 4.4673953, 1.2382228, 2.0110013, 3.118825, 2.620789]","[2.0932347774505615, 4.135797500610352, 4.6425251960754395, 4.647863864898682, 2.4362881183624268, 4.467597961425781, 1.2343565225601196, 2.020092487335205, 3.117678642272949, 2.6220853328704834]"
67,"[-0.016722322, 0.45627046, -0.36742806, 2.4017262, 4.716552, -4.7778473, 0.33511263, -0.054413497, 0.26549786, -0.34649268, 0.006966889, 0.40105164, -0.38523698, -0.23661876, 0.007035613, 0.1970672, 0.1722107, 0.19408841, -0.11738923, -0.020895079, -0.06486824]","[3.3958113, 0.97986937, 0.16418636, 1.1237906, 2.9999015, 1.6064432, 4.213107, 4.690944, 0.9853643, 4.8153]","[3.399381399154663, 0.9749928116798401, 0.17184047400951385, 1.1060649156570435, 2.973299741744995, 1.6375950574874878, 4.269068241119385, 4.606306076049805, 1.0067291259765625, 4.73714542388916]"
68,"[-1.0208786, 3.6176138, 2.1602185, -0.23302239, 0.2159481, 1.6476448, 0.24621856, 0.25456566, -0.27969214, 0.10536112, 0.07110077, 0.13367835, -0.07760163, -0.12015605, -0.08546941, 0.01886642, 0.09925121, 0.0047480464, 0.021579832, 0.025477111, 0.02634202]","[3.8059673, 2.991134, 3.3760126, 3.6955004, 4.7795534, 0.68239933, 2.4320607, 3.1799603, 2.1928082, 3.4597888]","[3.8184566497802734, 2.981175184249878, 3.3987207412719727, 3.6673359870910645, 4.759069442749023, 0.7073042988777161, 2.4182658195495605, 3.242215633392334, 2.1823887825012207, 3.47623872756958]"
69,"[1.0309255, -2.485808, -6.031493, 3.4147305, -0.45975006, -1.3466418, -0.486653, -0.2527827, 0.58316475, -0.073622346, -0.058816552, -0.5360117, 0.09902823, 0.15336335, -0.039421797, 0.091299176, -0.07165182, -0.050789803, 0.06519687, 0.093386054, 0.13183135]","[0.89794075, 2.043726, 1.7285839, 2.5612361, 0.1011, 2.601864, 3.4617934, 0.1165, 3.6262639, 0.5400972]","[0.8780225515365601, 2.1180169582366943, 1.7060086727142334, 2.609271764755249, 0.13788528740406036, 2.4638304710388184, 3.3613688945770264, 0.282978355884552, 3.6763274669647217, 0.5144174098968506]"
70,"[0.036169887, 0.24766374, -2.3056846, 0.15726325, 1.4319426, -2.8917332, 0.21252345, -0.5239898, 0.030860726, 0.10812881, -0.1105932, 0.1361798, -0.1996789, 0.15477109, 0.009055421, 0.060257733, -0.14602935, -0.055654824, -0.09955716, -0.09397048, 0.00021412969]","[0.58880484, 3.7460709, 0.750697, 1.3302181, 1.1713753, 4.133557, 1.8606646, 3.320818, 1.6808392, 4.9233]","[0.5958104729652405, 3.812126874923706, 0.71399986743927, 1.367031455039978, 1.182186484336853, 4.115166187286377, 1.8818988800048828, 3.2923200130462646, 1.722007393836975, 4.819918155670166]"
71,"[-1.1930078, 4.695804, 1.3675692, -1.5569379, 0.1744732, 1.8498104, -0.06675916, 0.2200698, -0.02145493, 0.24603562, 0.24336715, -0.11263922, 0.21778953, -0.19067317, 0.025091618, 0.054922193, 0.055443525, 0.006731525, 0.008984506, 0.0049384534, 0.030371457]","[4.4118423, 2.3479855, 3.8385575, 3.0767117, 4.2897515, 1.7216296, 2.7245326, 0.77471656, 4.906015, 1.7680029]","[4.394618034362793, 2.319749355316162, 3.917849540710449, 3.0556447505950928, 4.288369655609131, 1.7402071952819824, 2.736643075942993, 0.7810260057449341, 4.686159610748291, 2.0703306198120117]"
72,"[0.20769596, -2.0929503, -2.7545269, -5.1858315, 2.8927855, 0.18312931, -0.38401532, 0.40281248, -0.2949463, 0.33753145, -0.27015054, -0.28814983, 0.034897387, 0.21318376, 0.046874575, -0.1231159, 0.09388465, -0.0961338, 0.11236876, -0.084567666, 0.05167322]","[2.6156564, 4.770957, 1.9038302, 0.1636, 3.9527535, 0.66359687, 0.41015804, 1.9228387, 3.5429564, 0.9740371]","[2.648283004760742, 4.617642402648926, 1.8634411096572876, 0.21179360151290894, 3.9533255100250244, 0.6535525321960449, 0.41444817185401917, 1.900079369544983, 3.566288709640503, 0.9592767357826233]"
73,"[0.28609616, -2.0674644, 4.022706, 2.3292985, -2.0595398, -0.62552166, 0.15322673, 0.025676787, 0.21049625, -0.6468661, -0.066884935, -0.037730098, -0.1298858, 0.0253613, 0.09471959, -0.055388883, 0.16365215, -0.15917918, 0.010591837, 0.05041343, 0.0098208785]","[2.4227777, 0.28544417, 2.6760747, 3.6496556, 1.9093319, 3.546818, 3.829864, 4.5557013, 0.43435314, 2.7193067]","[2.3366947174072266, 0.3997955322265625, 2.817891836166382, 3.4622230529785156, 1.9638499021530151, 3.50089168548584, 4.154779434204102, 3.8877367973327637, 0.4619651138782501, 2.834453821182251]"
74,"[0.2321651, -2.918566, 3.1544735, 0.54738045, 3.954228, -2.588255, -0.12390983, 0.08367482, -0.08340877, 0.023023605, -0.14732778, -0.007464528, 0.030924588, -0.19974828, -0.21492377, -0.097290635, -0.16603136, 0.092386186, 0.018611372, 0.10514623, -0.014854252]","[2.5665944, 4.0077124, 0.20958365, 2.1163127, 4.485816, 1.5483466, 3.0485618, 1.5608102, 1.331196, 0.98547494]","[2.5682711601257324, 4.0312113761901855, 0.23883222043514252, 2.046762466430664, 4.508356094360352, 1.554783821105957, 3.0152318477630615, 1.6254726648330688, 1.3104013204574585, 1.0120800733566284]"
75,"[-0.18293917, 1.4351494, -0.6089331, 0.39316797, -2.7035174, 0.53138876, 0.15859413, 0.040120304, 0.75920004, -0.40505534, -0.049536467, -0.12590992, -0.21170415, 0.08189368, 0.17127457, 0.034731686, 0.171601, -0.022810638, -0.040900633, -0.007914305, -0.04866819]","[2.5803423, 0.17952964, 4.007385, 3.7648795, 0.6986143, 4.3077874, 1.6263888, 3.7140303, 2.994625, 2.6554]","[2.4956250190734863, 0.2609609067440033, 4.147584438323975, 3.5556840896606445, 0.7519041895866394, 4.147853374481201, 1.592270016670227, 3.8062517642974854, 3.0231235027313232, 2.740633964538574]"
76,"[-1.0561359, 4.9228706, -0.08406043, 1.5259311, 2.974104, -0.5953618, -0.08507483, -0.28828448, -0.22884046, 0.039175957, 0.18789735, 0.034027547, 0.07176408, 0.15633136, 0.1596461, -0.12003979, -0.030650571, 0.1824964, 0.010962721, -0.071590334, 0.004332356]","[4.517767, 3.416485, 1.7124672, 0.8614927, 2.4484243, 3.1711297, 4.07345, 3.494286, 3.9581268, 4.781249]","[4.499699115753174, 3.466890573501587, 1.723800778388977, 0.8536435961723328, 2.448150396347046, 3.184176206588745, 4.068525791168213, 3.498033046722412, 4.067325592041016, 4.54303503036499]"
77,"[1.1356411, -5.47335, -3.363723, -8.743353, -3.5868273, 1.4897243, -0.24801715, -0.054018736, -0.41183215, -0.104397655, -0.3819661, 0.3977549, -0.26704597, 0.14484274, 0.024809152, 0.24290253, -0.16424, 0.42218113, 0.22531223, 0.08007988, 0.053718746]","[0.28943467, 2.441384, 3.550221, 4.132451, 3.1856523, 1.4716455, 0.45540127, 0.7928897, 1.9468701, 1.4127601]","[0.29362279176712036, 2.458425521850586, 3.6857218742370605, 4.019496917724609, 3.184809923171997, 1.4402332305908203, 0.4468914568424225, 0.8270493745803833, 1.941124677658081, 1.4504547119140625]"
78,"[-1.2003708, 5.93793, 1.4671795, 0.9806973, -1.8581412, 0.2543158, -0.05125971, 0.038612112, -0.2432242, -0.10132852, -0.002067864, 0.24931172, 0.04868892, 0.01839681, 0.17583862, 0.15154001, -0.012762919, -0.07019112, 0.056402415, 0.025447374, -0.015636656]","[1.004883, 3.6622465, 3.7556705, 4.3486147, 3.2012348, 2.8974874, 4.8878517, 2.9430683, 4.9166036, 3.4172885]","[1.069386601448059, 3.454089403152466, 3.9662246704101562, 3.987971305847168, 3.2562153339385986, 2.7503533363342285, 4.799435138702393, 3.1621439456939697, 4.676058292388916, 3.759237289428711]"
79,"[1.7800726, -9.985686, 0.49558908, -4.699294, 4.8951855, -1.0062013, -1.059772, -0.054235846, 0.3959514, 0.022276878, 0.40041447, -0.35921645, -0.04539001, -0.10790709, -0.34404692, 0.0060528517, -0.103013396, -0.23112392, 0.27887705, -0.25490195, -0.21396768]","[3.0685027, 2.1431787, 0.55482805, 1.165796, 1.5446919, 4.607287, 0.9431243, 0.52663285, 1.8305485, 0.19332597]","[3.0932416915893555, 2.1501505374908447, 0.5876427292823792, 1.1165955066680908, 1.6123875379562378, 4.470172882080078, 0.9292076230049133, 0.5536101460456848, 1.804494857788086, 0.20907580852508545]"
80,"[0.8031004, -5.3796864, 3.3855734, 3.532404, 0.8639332, 1.8955164, 0.5967149, -0.52902937, -0.2401537, 0.004624963, -0.06356895, -0.17843384, 0.1273601, -0.049667507, 0.25159287, 0.020979578, -0.006132245, 0.011690468, 0.029172555, 0.016310543, 0.05886703]","[3.288269, 4.6002994, 2.3876936, 3.2753167, 1.2105888, 2.9856303, 3.7584286, 2.1775558, 0.2192723, 2.1792343]","[3.328589677810669, 4.546069145202637, 2.422619581222534, 3.24715518951416, 1.1969778537750244, 3.003145694732666, 3.7091028690338135, 2.247840404510498, 0.22042547166347504, 2.1753437519073486]"
81,"[-0.5022248, 3.1632109, -0.8861543, -0.17401305, -1.2044444, -1.6764545, 0.12300773, 0.62893105, -0.06951034, -0.21364915, -0.0692544, 0.14085808, -0.08088398, 0.009826183, 0.1537196, -0.15269604, 0.011159658, 0.018437892, -0.09925252, 0.014045477, -0.03317541]","[1.5671303, 1.2328362, 2.252377, 2.1780455, 3.4024723, 0.6255005, 2.8445983, 4.2009377, 3.3453224, 4.2498207]","[1.7286362648010254, 1.1524897813796997, 2.0309157371520996, 2.335054397583008, 3.3621718883514404, 0.6320081949234009, 2.7993974685668945, 4.017115116119385, 3.484992027282715, 4.001257419586182]"
82,"[1.2078098, -0.6853771, -9.23816, 8.651433, 0.8673477, 0.8629985, -0.0192658, 0.41528803, -0.25181946, -0.079492494, -0.030212581, -0.07146466, 0.77237976, 0.7656008, -0.2326779, 0.035188362, 0.13742447, 0.037011012, -0.025489151, 0.16397679, 0.010841966]","[1.7037777, 3.3731751, 2.9192388, 0.1159, 0.30544803, 0.889995, 3.7587678, 3.9794958, 4.4917536, 2.1102874]","[1.6261093616485596, 3.5770304203033447, 2.782824993133545, 0.22308537364006042, 0.3285444378852844, 0.8684174418449402, 3.939661979675293, 3.6533091068267822, 4.485267639160156, 2.1463215351104736]"
83,"[-0.32619905, -0.11939144, -0.064940155, -7.850808, 0.44603574, 2.3764472, 0.32776856, -0.041527897, 0.041537806, -0.21287909, 0.40356675, 0.031342387, 0.10926432, -0.23609936, -0.33989382, -0.048901975, 0.08867496, 0.12367819, -0.24376836, 0.09253252, -0.039753243]","[3.3250475, 2.4303522, 2.5048664, 3.9903731, 4.6263294, 3.9995415, 1.0897789, 0.5048851, 1.6031276, 4.359713]","[3.33579421043396, 2.416304349899292, 2.533822536468506, 3.9553141593933105, 4.608743190765381, 3.99638295173645, 1.0900919437408447, 0.49901026487350464, 1.5965697765350342, 4.395702362060547]"
84,"[-0.3957553, -0.57898664, 4.884173, 0.957383, 0.96575814, 1.5957217, 0.49218273, -0.31758544, -0.30020714, 0.10045631, 0.084270686, -0.1175635, 0.08222774, 0.036634147, -0.16193777, 0.042699978, 0.08358589, -0.003382653, 0.12465346, 0.012767673, -0.048135404]","[4.224428, 4.444193, 3.9788487, 1.5824656, 2.7820964, 3.7702482, 3.3882632, 2.634945, 0.4957252, 3.2307894]","[4.2101030349731445, 4.47703218460083, 3.9564223289489746, 1.6158883571624756, 2.794285297393799, 3.7416775226593018, 3.391528367996216, 2.6257450580596924, 0.49451738595962524, 3.2276980876922607]"
85,"[0.15891242, 0.9757147, -1.302515, 0.88235664, -3.7761908, -3.9508429, -0.27241287, 0.081398845, 0.038001, -0.20283902, -0.058788896, 0.007957846, -0.11692065, -0.18174279, 0.029913425, -0.33087254, 0.1697377, -0.029240012, -0.121398166, -0.027233958, -0.0005314648]","[0.8168692, 0.67076796, 1.3990158, 2.458335, 2.450621, 1.9972199, 2.569193, 4.770346, 3.9410691, 0.89206934]","[0.8198235630989075, 0.6699564456939697, 1.3703022003173828, 2.54770565032959, 2.4517080783843994, 2.0129024982452393, 2.6175243854522705, 4.6667914390563965, 3.9386532306671143, 0.8844507932662964]"
86,"[0.61641085, -1.7765775, -3.5335717, 2.2922492, -1.1748028, 0.38780174, 0.56136143, -0.0034486651, -0.5435428, 0.3220487, -0.06566608, 0.10463405, -0.22054899, -0.0074144006, -0.103192575, 0.06888518, -0.2682758, -0.094344795, -0.024628282, 0.023145199, -0.033974566]","[0.31933644, 4.8529, 2.1982057, 3.6189842, 1.757696, 0.1201, 2.640206, 2.0022383, 1.2732211, 3.8230493]","[0.3538796603679657, 4.7046217918396, 2.1932613849639893, 3.5460188388824463, 1.7627525329589844, 0.1294180303812027, 2.7431235313415527, 1.8580265045166016, 1.2394278049468994, 3.8576157093048096]"
87,"[-0.9122262, 2.9506977, 2.1809568, -0.42013982, 0.15779209, 1.2146566, -0.016875386, 0.104365185, 0.08693457, -0.018324077, 0.0008800626, -0.020563245, 0.013361537, -0.011158347, -0.096132144, -0.025510997, 0.13095933, 0.025029829, 0.011128962, -0.022745691, -0.010808229]","[4.9688, 1.0062835, 3.456149, 2.716881, 3.5541394, 3.0572283, 1.6653802, 3.7527988, 2.670108, 2.5911093]","[4.713306903839111, 1.137162446975708, 3.5342984199523926, 2.7294886112213135, 3.614943265914917, 3.0029189586639404, 1.6879539489746094, 3.6798746585845947, 2.694239616394043, 2.5204102993011475]"
88,"[-1.1230137, 4.148911, 2.9085555, 0.3748613, 1.5220942, -0.4828577, -0.3349939, -0.1428296, 0.14056396, -0.1956192, 0.007982194, 0.1792255, 0.12918027, -0.044824958, -0.1375252, -0.16448268, -0.046970636, 0.031573266, 0.046646893, 0.00094389915, 0.04886082]","[2.7336843, 2.8124685, 0.83242196, 4.9566, 4.0426745, 4.9959, 4.009503, 3.5476022, 4.2644935, 0.49665]","[2.863680601119995, 2.776113510131836, 0.9961346983909607, 4.3552656173706055, 4.111319541931152, 4.736883163452148, 3.9159955978393555, 3.753873586654663, 4.112122535705566, 0.6787167191505432]"
