Iteration,test_preds,estimated_params
64,"[-0.3129843, 0.7911989, 0.30444527, 1.4166008, -0.15193622, 2.3857782, -0.19742242, -0.10536063, -0.011143609, 0.17090295, -0.06452608, -0.1407567, -0.13843912, -0.10873449, 0.013237961, 0.06669425, 0.09594873, 0.029052822, -0.040570956, -0.008443415, -0.019683031]","[3.8224187, 3.1579492, 4.6351666, 2.6751978, 1.489881, 1.6876755, 1.8777101, 3.0311403, 2.4407563, 1.6288851]"
65,"[-0.75833744, 3.5471978, -0.3066403, -2.2447548, 0.86120635, -2.008723, 0.17172949, 0.06609415, 0.22774532, -0.04438292, 0.29972047, -0.0549069, 0.18084197, 0.071433395, 0.079958014, 0.0050036847, -0.27146125, -0.10150192, 0.0049570557, 0.029691726, 0.20448254]","[1.3474365, 1.9857175, 0.55412495, 3.0128357, 3.567262, 4.063201, 3.6157968, 0.1756, 4.1760473, 4.945139]"
66,"[-0.7239703, 2.258379, 0.9412288, -2.7274055, -0.9360728, 2.106117, -0.073154345, -0.30566537, 0.21827953, 0.27176327, 0.014361563, 0.11337656, 0.030420667, 0.0038416777, -0.048853, 0.110843435, 0.06999659, -0.0144774085, -0.117901795, 0.052131336, -0.046609733]","[1.8799466, 4.316354, 4.9992, 4.5491533, 2.4353886, 4.4299836, 1.1044171, 2.2835152, 3.2778513, 2.6227593]"
67,"[-0.055762168, 0.5042078, -0.3607701, 2.2527578, 4.920863, -4.5686736, 0.37912375, 0.02072254, 0.1983019, -0.27931517, 0.01244078, 0.40712667, -0.35223413, -0.18361989, -0.028114438, 0.17547303, 0.16749087, 0.23283592, -0.16386633, 0.002934352, -0.054117348]","[3.265011, 0.7602458, 0.12721887, 1.2356435, 2.6235902, 2.013506, 4.734531, 4.062186, 1.4222407, 3.634225]"
68,"[-0.95979685, 3.4489808, 2.3477342, -0.30503988, 0.21509795, 1.4845343, 0.18660419, 0.2168666, -0.2726292, 0.08755225, 0.042415548, 0.11283033, -0.05529765, -0.1055684, -0.10569867, 0.009078401, 0.1011043, 0.0019521409, 0.012609196, 0.016924964, 0.02167942]","[4.0879245, 2.7373667, 3.739009, 3.3281155, 4.7392764, 0.5680713, 2.5501223, 2.6841853, 2.1653423, 3.9249191]"
69,"[1.0148338, -2.532272, -5.5815783, 3.296608, -1.0946703, -0.62248373, -0.4943876, -0.31745946, 0.5057766, 0.04039845, -0.034659512, -0.5554795, 0.100244835, 0.10467162, -0.070456095, 0.12767376, -0.13951252, -0.032230772, 0.01771088, 0.044647466, 0.124842875]","[1.1196964, 1.6168092, 1.5645946, 2.1625519, 0.1011, 2.5989316, 3.3821802, 0.46190858, 3.7083948, 0.5982399]"
70,"[0.05182318, 0.12794933, -2.0092297, -0.065373145, 1.3220379, -2.8803654, 0.22643428, -0.47665825, 0.024868472, 0.08529862, -0.13878444, 0.11615548, -0.20041035, 0.14759807, -0.018245049, 0.041543536, -0.14952411, -0.04550175, -0.12978199, -0.092613816, -0.007645847]","[0.6023282, 3.770363, 0.4963383, 1.8242432, 1.2908969, 3.5227323, 2.2392187, 2.883502, 1.8043159, 4.9182105]"
71,"[-1.1371263, 4.539869, 1.3991617, -1.5443844, 0.31396848, 1.7647183, -0.1453353, 0.21216159, -0.002241121, 0.21014331, 0.25194266, -0.114455365, 0.23440047, -0.16999531, 0.0046907323, 0.043484386, 0.07109121, 0.01595789, -0.008790779, 0.0052902345, 0.020060558]","[4.6980023, 2.245378, 4.385289, 2.4845545, 4.2479696, 1.7223547, 2.5738251, 0.96733505, 4.981, 1.9279767]"
72,"[0.18932447, -1.8342733, -2.7457695, -5.0760245, 3.0102797, -0.038342517, -0.4111424, 0.3971226, -0.33543608, 0.3448224, -0.23439589, -0.33913398, 0.04032522, 0.23103146, 0.03512339, -0.08925854, 0.081832446, -0.096675955, 0.05983029, -0.080178775, 0.04126044]","[2.7414117, 4.236011, 2.102671, 0.20591642, 3.6232326, 0.96314704, 0.4058156, 1.7223126, 3.253583, 1.2644911]"
73,"[0.23295458, -1.8286717, 3.9162757, 2.2839122, -1.8446335, -0.56048876, 0.77193797, 0.060121547, 0.24092233, -0.602479, -0.07943526, -0.041213837, -0.14428256, 0.037648745, 0.041419595, -0.03675758, 0.13648562, -0.13519321, 0.023198543, 0.05190555, 0.0047561857]","[2.2743928, 0.2824778, 2.609311, 4.0793653, 1.9687822, 3.4525483, 3.9720247, 4.493668, 0.32707253, 3.0386147]"
74,"[0.2298656, -2.9641957, 3.043905, 0.3868762, 3.9840527, -2.4613142, -0.11645559, 0.05681304, -0.081206195, 0.049389202, -0.114153884, -0.021537622, 0.027128829, -0.18317647, -0.1972142, -0.05699844, -0.1441843, 0.09082824, 0.011473122, 0.11579686, -0.013394274]","[2.642997, 3.5963073, 0.3190565, 1.7802479, 4.4184966, 1.6694529, 2.9742193, 2.039913, 1.2759987, 1.0056516]"
75,"[-0.20635219, 1.4748114, -0.86392325, 0.3899889, -2.5216227, 0.45852032, 0.16582642, 0.071326904, 0.72291416, -0.41021928, -0.03345918, -0.1277278, -0.22613013, 0.039444935, 0.15539785, 0.01749741, 0.16231585, -0.02464008, -0.046869136, -0.005996456, -0.038832333]","[2.5587447, 0.1543, 4.690965, 3.124698, 0.6964928, 4.055569, 1.4499106, 4.1000996, 2.992968, 2.8018384]"
76,"[-1.0762831, 5.0226345, 0.3145361, 1.3225211, 2.7502995, -0.5737771, -0.055735838, -0.22048628, -0.22795057, 0.03272077, 0.15131402, 0.03995697, 0.09417687, 0.14859603, 0.10883965, -0.114216805, -0.01458831, 0.19771281, -0.008351419, -0.056113657, 0.0007252377]","[4.9763, 3.2124162, 1.6275998, 0.87474984, 2.0620377, 3.404745, 4.329671, 2.9154947, 4.492094, 4.189974]"
77,"[1.087055, -5.4183955, -2.9834876, -8.4537735, -3.8108964, 1.1391819, -0.2958048, -0.11749984, -0.3717994, -0.06998741, -0.29568863, 0.30443248, -0.18480404, 0.1423407, -0.053771, 0.2124974, -0.13638127, 0.35638443, 0.109787755, 0.073125415, 0.022771826]","[0.48495793, 2.1475418, 3.1510837, 4.7109942, 3.2456155, 1.1010622, 0.33719775, 0.89384097, 2.0887039, 1.3608993]"
78,"[-1.1713222, 5.830887, 1.5353128, 0.7529728, -1.7930924, 0.15698373, -0.12529932, -0.039893206, -0.19606324, -0.12256517, 0.0074356287, 0.23006384, 0.07118944, 0.060626984, 0.14362873, 0.116957724, 0.006792228, -0.051826876, 0.035040267, 0.035901587, -0.024289384]","[1.227901, 2.9957218, 4.4474525, 3.3859413, 3.453789, 2.1013286, 4.9966164, 3.085486, 4.8890705, 3.634307]"
79,"[1.6705687, -9.562267, 0.21449657, -4.962631, 4.4360957, -1.2653685, -0.87483376, -0.115678504, 0.34454188, -0.05770577, 0.37851435, -0.32109925, 0.0070429654, -0.23206234, -0.2875849, 0.04531231, -0.113745295, -0.19737564, 0.20653668, -0.17200953, -0.196662]","[3.752365, 2.022853, 0.7403475, 0.800662, 1.3877066, 4.7647247, 0.87201774, 0.6320826, 1.7395724, 0.21275944]"
80,"[0.7250106, -4.9644465, 3.845595, 3.3569467, 0.87978345, 1.6756109, 0.5704977, -0.51845676, -0.24312305, 0.022739861, -0.0218133, -0.15531941, 0.14102839, -0.028891755, 0.20426838, 0.01752356, -0.026850266, 0.03031051, 0.057967532, 0.040511504, 0.024788897]","[3.1830604, 4.985861, 2.5689657, 3.151348, 1.1384373, 2.5895438, 3.576882, 2.213527, 0.20611113, 2.2154222]"
81,"[-0.51012325, 3.1548843, -0.88783133, 0.21360536, -1.2337668, -1.3090557, 0.12129984, 0.69764435, -0.13611393, -0.17235464, -0.07653224, 0.12659504, -0.07803756, -0.0565416, 0.1310716, -0.11497793, -0.0068562813, 0.0072645443, -0.08923621, -0.0041653914, -0.054946065]","[1.8076798, 0.8090482, 2.5368304, 1.2809283, 3.716802, 0.42602548, 2.0062463, 4.9194117, 3.3987265, 4.436397]"
82,"[0.9337718, -0.10405759, -8.373592, 7.7425065, 1.063116, 0.63671476, -0.3505706, 0.3020315, -0.21552546, -0.022142647, -0.068916515, -0.1244238, 0.55814886, 0.68581426, -0.11778772, -0.001170557, 0.10192666, 0.09287431, -0.05637159, 0.13332391, -0.037870865]","[1.6565582, 3.2782862, 2.8942225, 0.1159, 0.34576118, 0.6959312, 4.4882884, 3.0019362, 4.5486927, 1.7205317]"
83,"[-0.3477203, -0.04181011, 0.11466894, -7.1940613, 0.4963556, 2.1484668, 0.31431815, -0.074075855, 0.08181093, -0.073950306, 0.33638397, -0.039581627, 0.14809115, -0.14860149, -0.30552638, -0.047468647, 0.068346776, 0.074768506, -0.17839555, 0.059614576, -0.02576363]","[3.6614885, 2.0418842, 2.3344147, 4.7106714, 4.9871, 3.4535844, 1.0646853, 0.3845782, 1.6464679, 4.5835752]"
84,"[-0.4025962, -0.22432731, 4.7158356, 0.99084723, 0.90164864, 1.4705241, 0.4592517, -0.30483133, -0.3013707, 0.103054844, 0.07345796, -0.10480875, 0.07116864, 0.04073536, -0.17858334, 0.027595967, 0.07409028, 0.0034951007, 0.12877174, 0.014113388, -0.052989043]","[4.9826, 3.6787758, 4.1180716, 1.5031027, 2.749992, 3.8245623, 3.3446558, 2.352332, 0.4952625, 3.000438]"
85,"[0.09025621, 1.0371307, -0.9375331, 0.8509828, -3.5089989, -3.6558206, -0.37682515, 0.12655765, 0.107825615, -0.21060698, -0.10215998, -0.02139656, -0.0827263, -0.15995081, 0.024199134, -0.25142893, 0.15915605, -0.05643032, -0.1391021, -0.018423283, -0.012343088]","[0.78228635, 0.61204314, 1.2276994, 2.7314339, 2.4471178, 1.8908573, 2.5532565, 4.9015, 3.7375052, 1.2545154]"
86,"[0.6834326, -1.8418179, -3.826821, 2.7509491, -1.7041063, 0.4469258, 0.41747013, 0.1326984, -0.626589, 0.30524477, -0.1395168, 0.20628814, -0.22171298, -0.14139278, -0.1217944, 0.0887826, -0.3067721, -0.08298743, -0.020094268, -0.04442608, -0.0467058]","[0.4155824, 4.554535, 2.106706, 3.3298953, 1.7689319, 0.24410054, 2.5147738, 2.1064427, 0.93793124, 4.456163]"
87,"[-0.88086176, 3.0047634, 2.293495, -0.51363724, 0.38908932, 1.238832, 0.025412355, 0.12445281, 0.11780431, -0.038571052, 0.041483767, -0.028139299, 0.018119546, -0.019816736, -0.09903302, -0.03680421, 0.14359151, 0.035539377, 0.01221227, -0.016936885, -0.018251816]","[4.829272, 1.1006871, 3.7688313, 2.2842124, 3.2428436, 2.9800866, 1.7989857, 3.7513041, 2.7315073, 2.4302614]"
88,"[-1.046554, 3.9773805, 3.1421995, 0.21641521, 1.201957, -0.42437664, -0.49531704, -0.1631062, 0.19592634, -0.20292251, -0.0085660955, 0.14509118, 0.15315376, -0.029869253, -0.13664123, -0.1301785, -0.041469183, 0.017259244, 0.056495827, 0.00081535423, 0.014262249]","[2.985426, 2.8014996, 1.0191799, 3.7744508, 4.0518346, 4.975531, 3.9345133, 3.1624432, 4.175613, 0.79238033]"
89,"[0.6212639, -2.4116826, -4.956989, -3.76526, -1.3703065, 1.6478558, 0.12739351, 0.03916433, 0.18820782, 0.08615379, -0.10258545, -0.24933656, -0.11314607, 0.1854248, 0.0918727, 0.08781232, -0.003565015, 0.050930243, 0.06871485, -0.098531336, -0.12261635]","[1.9973807, 1.423029, 4.5807695, 1.2488734, 0.8196325, 2.3611894, 0.5939653, 1.2003366, 2.4232483, 3.4490728]"
90,"[-0.46067175, 0.5646027, 3.4170017, 0.62562174, 0.22242494, 0.7840571, -0.807604, 0.14440182, -0.115073465, 0.21701089, -0.09623458, -0.34584486, 0.17240964, -0.1207543, -0.18053804, 0.1578328, -0.095019184, 0.026870191, 0.08820987, 0.03399331, 0.024496002]","[2.0357451, 4.774682, 3.8745084, 1.2066921, 3.7543292, 1.8727131, 4.129137, 0.30204725, 2.8728273, 0.30107728]"
91,"[0.26457545, -2.510199, -1.3976053, -4.2405334, 0.56506777, 0.61769134, 0.4806159, -0.051708043, 0.4247689, 0.04436696, -0.21611801, 0.04987628, -0.1975371, 0.12230384, -0.055294592, -0.14323805, 0.027539903, 0.048870593, 0.115300454, -0.017287469, -0.05217561]","[3.097097, 1.2269077, 1.2981087, 3.1952364, 1.7730274, 3.4077358, 0.36882576, 2.4787343, 1.1910629, 3.5012777]"
92,"[-0.81352025, 3.2496278, 1.3741618, 1.9665651, 0.6639962, 1.3264354, 0.075667545, -0.28214166, -0.16738574, -0.014069443, 0.029609406, -0.13169812, -0.08154961, 0.13808377, -0.026079029, -0.0067082057, 0.12478858, 0.050514907, 0.058214355, -0.04557454, -0.07545402]","[4.262212, 3.5050483, 3.8848257, 1.6337622, 1.4791409, 3.24563, 3.8977385, 3.2092025, 2.1497679, 3.9088914]"
93,"[0.20452468, 0.25789478, -3.038287, -2.3919857, -1.9793819, -4.002115, -0.09959512, 0.26015806, -0.07591643, 0.13083397, -0.05451498, 0.20741963, -0.061761547, -0.11138331, 0.078971885, -0.20641342, -0.1173323, -0.05602342, 0.008496279, 0.121491075, 0.054132402]","[0.38517365, 1.5266181, 0.26781252, 3.8324008, 3.936289, 0.7577126, 1.3779324, 2.5604377, 4.0065527, 2.4463866]"
94,"[-0.6811162, 2.5470273, 2.934212, 0.25953245, -1.3974059, -0.7696695, -0.013529876, -0.046587702, -0.15654217, -0.14781497, -0.14949833, 0.21722434, -0.02895437, 0.09848929, -0.14001456, 0.01575612, 0.0040293825, -0.083959006, -0.05916158, 0.04828186, 0.010999325]","[0.9004418, 3.068843, 2.2057111, 3.9782066, 4.3296137, 2.3978345, 3.573804, 3.9842904, 1.8667511, 2.9404624]"
95,"[-0.37972218, 1.7805405, -1.9427394, 0.61046255, 1.4430528, 0.75749815, -0.37550002, -0.25949103, 0.31068143, 0.12097158, 0.09555092, -0.43880412, 0.07467065, 0.04643969, 0.11947091, -0.03793365, -0.015302007, -0.012424912, 0.004740682, -0.12055965, -0.01887407]","[4.064149, 2.1993065, 2.3700178, 1.4954305, 0.5407484, 3.9687421, 2.427661, 1.2668254, 4.9188647, 0.9208167]"
96,"[-0.69732255, 2.6231763, 1.0301551, 1.6921641, 2.1314857, -0.068326406, -0.2890686, -0.30952224, -0.06840759, -0.0027298331, 0.07193243, -0.1313572, -0.010290274, -0.029861713, -0.0392006, -0.09915392, -0.106612876, 0.04540931, 0.11992814, 0.009701467, 0.037919562]","[3.5584347, 4.159613, 0.9448622, 2.9577138, 1.759664, 3.313345, 4.516095, 1.8081816, 3.3101134, 1.5691704]"
97,"[1.0044295, -4.830391, -0.19093119, -0.7091772, -3.6764119, -0.56841403, 1.1823057, 0.71027464, -0.18956706, -0.14224759, -0.21028379, 0.07178419, -0.2946507, -0.1374648, 0.012571864, 0.009896415, 0.07789935, -0.09076637, 0.040525835, -0.12828302, -0.042941064]","[1.4499604, 0.4306659, 3.3537488, 2.7247016, 2.9824114, 0.25591135, 1.0571277, 2.6164606, 0.1345, 4.529249]"
98,"[0.22757931, -0.7841188, -1.2400427, 3.0215623, 1.8927935, -1.7882502, -0.0010443939, 0.10912084, -0.3203823, -0.026683098, -0.23259218, -0.10410658, -0.18248558, 0.15395269, -0.063671015, -0.070659734, -0.030590137, 0.17345917, -0.14238697, 0.061180443, -0.04821303]","[1.6195776, 2.9455168, 1.0194322, 1.1842002, 1.8055177, 1.1636106, 3.3934333, 3.8417099, 1.5680022, 2.3703752]"
99,"[-1.227133, 5.351135, 1.3506218, -1.317933, -0.6646949, 1.6754036, 0.08928825, 0.03645746, 0.18361388, 0.014706589, 0.2043675, 0.08528547, 0.1430589, -0.04830852, 0.082835495, 0.08009572, 0.08539178, -0.0069675134, -0.0156057915, 0.021249432, -0.030000359]","[3.4685833, 1.7466176, 4.6878395, 4.6359687, 3.4003935, 3.2125642, 2.5045376, 1.8235532, 4.6684623, 4.447565]"
100,"[-1.3724185, 5.6375947, 2.760688, -0.18664025, 1.2268273, 0.58505255, -0.032830436, -0.18327677, -0.16454728, 0.06709466, 0.23469722, 0.022204442, 0.2592302, 0.11937735, -0.08422267, 0.00088949356, 0.0070421817, 0.07289801, 0.08785353, -0.017589582, 0.065334596]","[4.027292, 4.42164, 2.9479265, 1.5488348, 4.4344134, 3.8950818, 4.0301924, 2.042341, 3.6450844, 3.9065561]"
101,"[2.8146117, -11.687434, 1.5587113, 3.0680912, -3.670966, 0.1916665, -0.104270175, 0.088114195, 0.28940842, -0.11928959, -0.1365883, 0.037070222, 0.13110694, -0.050830662, 0.47917628, 0.016821254, 0.11565371, 0.069035664, -0.16344358, -0.0089945, 0.22012363]","[1.2901591, 0.8054039, 3.3606865, 3.220244, 0.968641, 1.2345743, 0.9386679, 3.6542969, 0.36075094, 0.76714337]"
102,"[1.6247705, -1.6058552, -10.168718, 8.042919, -2.6642346, 3.1654072, 0.27462098, -0.031865526, 0.19583686, 0.16963091, 0.16906972, 0.6954358, 0.61336577, 0.121492624, -0.49438858, 0.22417593, -0.22122411, 0.0009478274, -0.10723068, -0.030833608, -0.02004507]","[0.6820686, 3.584671, 4.4955454, 3.0666358, 0.25780582, 0.4383597, 3.7504916, 0.88462055, 2.5399802, 4.718263]"
103,"[0.32802853, -3.7744324, 2.217351, -2.9763465, 3.820213, -2.0113926, 0.50880635, 0.26438013, 0.4703279, -0.06734883, -0.11530297, 0.1045677, 0.029133959, -0.12926899, -0.22408493, -0.12964383, -0.0014501315, 0.08428706, 0.018044932, -0.038224887, -0.07339763]","[4.3779526, 0.42158455, 0.42125982, 1.5777545, 4.7807145, 2.766071, 0.9805408, 2.2495663, 0.88326, 1.8503139]"
104,"[-0.7137849, 1.8669049, 3.968929, 0.76355666, -0.2732213, 1.1660681, -0.44340315, -0.26670223, 0.03802114, -0.06463992, -0.07869869, 0.03178833, 0.05460396, -0.012028431, -0.12768164, 0.048039123, 0.08787554, -0.036121365, 0.04447874, 0.035707973, -0.038147427]","[2.663037, 3.7464843, 4.188329, 3.1477063, 2.643169, 4.9812355, 2.592602, 4.9648776, 2.3087769, 1.1919491]"
105,"[-0.42769042, 2.1960046, -2.3061452, -1.3774174, 2.6626787, -1.6600784, -0.11491757, 0.28946054, -0.08431039, 0.20598686, 0.033753652, -0.20287843, 0.13429822, 0.22277956, 0.19401029, -0.02152817, -0.05240792, 0.081604704, -0.10988122, -0.04804356, 0.0068067866]","[2.3805294, 2.576647, 1.7176639, 0.22021875, 2.4882228, 2.1172297, 1.624054, 2.2462301, 4.4908423, 3.2511892]"
106,"[-0.6492186, 1.8512391, 0.4084196, -4.4844847, -0.61937535, 1.8516568, -0.4057725, 0.07877282, 0.19184293, 0.30427596, -0.27965817, 0.25917435, 0.09846293, 0.06788566, 0.011575315, 0.013598126, 0.12557958, -0.00889693, -0.02199403, 0.012499173, 0.018285468]","[2.4291635, 3.4073465, 4.133193, 3.626312, 4.175539, 2.2378442, 0.16904283, 3.9809113, 4.696419, 0.9175175]"
107,"[0.58929926, -1.4376388, -3.5354962, 5.255257, 1.4374149, 0.20602308, 0.22134972, 0.24545054, -0.28429276, -0.07154836, -0.03646143, -0.1244121, -0.1177619, 0.12322066, -0.09074743, -0.068848185, -0.071766794, 0.057183623, 0.02891626, 0.058270436, 0.00050346]","[2.7762325, 2.225515, 1.0503109, 2.325722, 1.102376, 0.60890025, 4.3170586, 2.1602433, 1.4341663, 2.7913373]"
108,"[0.13434856, -2.1024728, -0.53537655, -1.52184, 0.5362097, 3.337365, 0.69155276, -0.36284375, 0.028563172, 0.32534322, 0.19708459, -0.16478221, -0.20576952, -0.28692737, -0.120305255, -0.070223965, 0.16781199, 0.020374289, -0.21238017, 0.0008099828, -0.093504325]","[4.9443207, 3.5679748, 2.9266448, 4.8162847, 1.3976971, 2.0514774, 1.5544759, 0.5013034, 0.56426984, 4.403087]"
109,"[0.04541075, 1.8004093, 0.3764324, -1.0755571, -5.9126024, -5.735296, -0.19986665, -0.23234425, 0.13868995, -0.028345812, 0.27089795, -0.1261524, 0.15383446, -0.087487094, -0.060664464, -0.31187826, 0.36071777, -0.037032273, -0.14830127, -0.18148486, 0.11491635]","[0.49136528, 0.32023183, 2.4184299, 0.7327491, 3.87699, 4.4970303, 2.9231365, 3.2467406, 3.5417788, 1.6666896]"
110,"[0.46204454, -3.2535875, -0.55253166, -2.671899, 4.790703, -4.188386, 0.5086116, -0.18081237, -0.14155507, 0.2700176, 0.06479299, -0.013100499, -0.026047206, -0.09932446, -0.19377355, 0.36315656, -0.12650195, -0.048013184, -0.019844959, -0.11441916, 0.038282596]","[0.8974024, 4.9557, 0.44715378, 0.6075152, 3.275921, 3.0601692, 2.151342, 0.67230767, 0.800703, 3.2904184]"
111,"[-0.17288725, 0.33898744, 2.3958564, 3.309015, -1.1792876, 1.9352411, -0.7688939, 0.33001783, 0.11201414, -0.19668046, -0.16450961, -0.10454644, -0.16866206, -0.38199446, 0.018137766, 0.14014482, 0.09746786, 0.0816224, 0.11496973, 0.0056575458, 0.06505263]","[4.1284466, 0.8923857, 4.9688, 4.3713994, 2.1688352, 0.9909861, 3.7401853, 3.6190813, 2.7304025, 0.36151066]"
112,"[0.2032092, 0.18458791, -5.020404, 2.0369914, 1.3845123, 1.2701705, -0.20646043, -0.07572685, 0.13747072, 0.13646892, -0.13286711, -0.08042146, -0.0038908466, 0.12022858, 0.11822116, -0.14672957, 0.045716893, -0.02922962, -0.057906438, 0.023464048, -0.044532742]","[2.9883888, 3.22133, 1.5502514, 2.27361, 0.6217786, 1.4443539, 1.1297867, 3.6472006, 4.392115, 1.9196666]"
113,"[-1.1434358, 4.8151383, 3.1712248, -0.16865753, -0.9966159, -0.035756603, 0.20242754, 0.05885098, 0.051438034, -0.20222592, 0.07431519, 0.104287125, 0.11599944, 0.20730832, -0.08212218, 0.12666793, 0.025942285, -0.048997115, 0.05477753, 0.0059522497, 0.039611038]","[2.002757, 1.7701523, 4.1540337, 2.0094573, 4.5910354, 3.8927553, 4.2588763, 2.432085, 2.4437943, 4.4834642]"
114,"[0.39756283, -3.3574371, 1.0803336, 0.08298032, 0.25242418, 0.73289984, 0.2122407, -0.569025, 0.158065, 0.16680948, -0.03049077, -0.21428029, -0.035222754, -0.029506912, -0.078722015, 0.007907882, -0.1389064, -0.046565514, -0.027889559, 0.06328579, -0.028861457]","[1.3264747, 4.381974, 1.6418749, 3.6547134, 0.8628814, 4.109552, 2.238133, 1.1370351, 0.9842029, 1.9059922]"
115,"[-1.1370459, 5.1361475, 1.8346691, 0.13508521, 0.5312914, -0.33130297, 0.22816034, 0.34941015, 0.029766975, -0.2485402, 0.06371775, 0.030136708, 0.09035505, 0.1840463, 0.014833922, -0.039397836, 0.0756991, 0.10193515, -0.02296802, -0.06382139, 0.014419909]","[3.4680257, 0.650422, 2.911899, 0.9846566, 3.8784125, 2.961393, 3.9053338, 2.642728, 3.2474864, 4.952655]"
116,"[-0.36838186, 1.8127499, -2.6236675, 0.1701823, 3.3245828, -0.35168174, -0.06588561, 0.4104924, -0.32816657, 0.19068243, -0.06413046, 0.10879078, -0.14324506, -0.15519102, 0.16344671, -0.27633658, -0.0071986937, -0.02854543, -0.006688343, 0.17125924, 0.033648185]","[4.361005, 3.254376, 0.4169162, 2.5697951, 3.0982466, 0.21522622, 1.1990118, 4.4524636, 3.8828769, 3.3089485]"
117,"[-0.17659397, 0.60201836, 1.6323109, 1.5898901, -2.4061344, -0.500195, -0.26048636, -0.07955314, 0.022217244, -0.0348531, -0.16377193, -0.26247087, -0.044452976, 0.11253537, -0.03147396, 0.20619407, -0.05931101, -0.023007507, 0.03159409, 0.02992317, -1.892061e-05]","[0.9175022, 2.142553, 4.200893, 1.8387412, 1.7696488, 2.9306664, 4.534245, 1.3402064, 2.1732788, 1.3929635]"
118,"[-0.29120755, 2.4800372, -1.8967193, -3.1822817, -3.8235455, -2.2418551, -0.18796222, -0.24723665, -0.018654991, 0.23933537, -0.15199628, 0.25505713, 0.082043484, 0.17930724, 0.17805861, -0.09901271, 0.10178118, -0.13616909, -0.08926506, -0.033019036, 0.019581107]","[0.22791246, 2.1567492, 2.5923157, 2.4750693, 2.5180004, 3.8311012, 0.5747464, 4.687887, 4.9644, 4.8011475]"
119,"[-0.6413117, 2.0100944, 2.4118407, 1.748742, 0.79417163, 1.00167, 0.15444462, 0.10216864, -0.11828505, -0.1031006, 0.07102851, -0.0864109, -0.13252106, -0.0709067, -0.083358325, -0.053422805, 0.050935853, 0.08526902, 0.108371295, 0.024404371, 0.025107203]","[4.8855314, 1.5127717, 2.0545554, 3.8752987, 2.9114501, 1.5868177, 4.1976204, 2.1261184, 1.7428182, 2.52739]"
120,"[2.35078, -12.064672, 7.828824, -1.8248707, 0.9905082, 2.3748488, -0.006872547, 0.4040807, -0.21954308, 0.609878, 1.045855, 0.07828734, 0.1397872, 0.09536241, 0.468096, 0.002290295, -0.060210895, -0.031345464, -0.17999578, -0.114614606, 0.028084366]","[3.0344117, 4.8113933, 4.07728, 1.0749102, 4.9686, 0.96110266, 1.7469904, 0.1701473, 0.21639721, 0.48892412]"
